event_time,date,time,symbol,direction,option_symbol,entry_time,entry_premium,current_premium,pnl_pct,pnl_rs,lot_size,sl_premium,t1_premium,t2_premium,event_type,hold_minutes,notes
2026-05-27 14:00,2026-05-27,14:00,MARICO,CALL,MARICO26JUN835CE,2026-05-27 09:15,19.35,24.5,26.6,6180.0,1200,12.6,29.0,34.8,UPDATE,285,OPEN (+26.6%)
2026-05-27 14:00,2026-05-27,14:00,COLPAL,PUT,COLPAL26JUN2080PE,2026-05-27 09:15,65.9,63.7,-3.3,-495.0,225,42.8,98.9,118.6,UPDATE,285,OPEN (-3.3%)
2026-05-27 14:00,2026-05-27,14:00,HAVELLS,PUT,HAVELLS26JUN1200PE,2026-05-27 09:15,29.9,26.5,-11.4,-1700.0,500,19.4,44.8,53.8,UPDATE,285,OPEN (-11.4%)
2026-05-27 14:00,2026-05-27,14:00,CONCOR,PUT,CONCOR26JUN480PE,2026-05-27 09:15,16.75,18.45,10.1,2125.0,1250,10.9,25.1,30.2,UPDATE,285,OPEN (+10.1%)
2026-05-27 14:00,2026-05-27,14:00,RECLTD,PUT,RECLTD26JUN340PE,2026-05-27 09:15,10.0,9.7,-3.0,-420.0,1400,6.5,15.0,18.0,UPDATE,285,OPEN (-3.0%)
2026-05-27 14:00,2026-05-27,14:00,TITAN,PUT,TITAN26JUN4100PE,2026-05-27 09:15,80.45,74.5,-7.4,-1041.0,175,52.3,120.7,144.8,UPDATE,285,OPEN (-7.4%)
2026-05-27 14:00,2026-05-27,14:00,DMART,PUT,DMART26JUN4100PE,2026-05-27 09:15,96.3,96.85,0.6,82.0,150,62.6,144.4,173.3,UPDATE,285,OPEN (+0.6%)
2026-05-27 14:00,2026-05-27,14:00,JUBLFOOD,PUT,JUBLFOOD26JUN430PE,2026-05-27 09:15,15.5,15.75,1.6,312.0,1250,10.1,23.2,27.9,UPDATE,285,OPEN (+1.6%)
2026-05-27 14:00,2026-05-27,14:00,MANKIND,CALL,MANKIND26JUN2420CE,2026-05-27 09:15,121.1,90.0,-25.7,-6997.0,225,78.7,181.6,218.0,UPDATE,285,OPEN (-25.7%)
2026-05-27 14:00,2026-05-27,14:00,MAZDOCK,PUT,MAZDOCK26JUN2480PE,2026-05-27 09:15,94.6,110.2,16.5,3120.0,200,61.5,141.9,170.3,UPDATE,285,OPEN (+16.5%)
2026-05-27 14:00,2026-05-27,14:00,LT,CALL,LT26JUN4060CE,2026-05-27 09:15,114.15,102.5,-10.2,-2039.0,175,74.2,171.2,205.5,UPDATE,285,OPEN (-10.2%)
2026-05-27 14:15,2026-05-27,14:15,INDUSINDBK,CALL,INDUSINDBK26JUN930CE,2026-05-26 09:15,33.3,31.85,-4.4,-1015.0,700,21.6,49.9,59.9,UPDATE,1740,OPEN (-4.4%)
2026-05-27 14:15,2026-05-27,14:15,AUBANK,CALL,AUBANK26JUN1020CE,2026-05-26 09:15,33.8,27.35,-19.1,-6450.0,1000,22.0,50.7,60.8,UPDATE,1740,OPEN (-19.1%)
2026-05-27 14:15,2026-05-27,14:15,BANDHANBNK,CALL,BANDHANBNK26JUN200CE,2026-05-26 09:15,9.5,11.94,25.7,8784.0,3600,6.2,14.2,17.1,UPDATE,1740,OPEN (+25.7%)
2026-05-27 14:15,2026-05-27,14:15,INFY,PUT,INFY26JUN1170PE,2026-05-26 09:15,40.0,45.25,13.1,2100.0,400,26.0,60.0,72.0,UPDATE,1740,OPEN (+13.1%)
2026-05-27 14:15,2026-05-27,14:15,SBIN,PUT,SBIN26JUN970PE,2026-05-26 09:15,21.8,22.3,2.3,375.0,750,14.2,32.7,39.2,UPDATE,1740,OPEN (+2.3%)
2026-05-27 14:15,2026-05-27,14:15,TCS,PUT,TCS26JUN2280PE,2026-05-26 09:15,62.05,66.45,7.1,770.0,175,40.3,93.1,111.7,UPDATE,1740,OPEN (+7.1%)
2026-05-27 14:15,2026-05-27,14:15,HCLTECH,PUT,HCLTECH26JUN1160PE,2026-05-27 09:15,36.7,36.4,-0.8,-105.0,350,23.9,55.1,66.1,UPDATE,300,OPEN (-0.8%)
2026-05-27 14:15,2026-05-27,14:15,LTM,PUT,LTM26JUN4000PE,2026-05-27 09:15,160.5,172.0,7.2,1725.0,150,104.3,240.8,288.9,UPDATE,300,OPEN (+7.2%)
2026-05-27 14:15,2026-05-27,14:15,HEROMOTOCO,PUT,HEROMOTOCO26JUN5000PE,2026-05-27 09:15,158.5,129.3,-18.4,-4380.0,150,103.0,237.8,285.3,UPDATE,300,OPEN (-18.4%)
2026-05-27 14:15,2026-05-27,14:15,PETRONET,CALL,PETRONET26JUN280CE,2026-05-27 09:15,9.3,7.8,-16.1,-2850.0,1900,6.0,14.0,16.7,UPDATE,300,OPEN (-16.1%)
2026-05-27 14:15,2026-05-27,14:15,MAXHEALTH,PUT,MAXHEALTH26JUN1000PE,2026-05-27 09:15,33.8,30.55,-9.6,-1706.0,525,22.0,50.7,60.8,UPDATE,300,OPEN (-9.6%)
2026-05-27 14:15,2026-05-27,14:15,ITC,PUT,ITC26JUN294.5PE,2026-05-27 09:15,5.3,6.75,27.4,2320.0,1600,3.4,7.9,9.5,UPDATE,300,OPEN (+27.4%)
2026-05-27 14:15,2026-05-27,14:15,MARICO,CALL,MARICO26JUN835CE,2026-05-27 09:15,19.35,24.5,26.6,6180.0,1200,12.6,29.0,34.8,UPDATE,300,OPEN (+26.6%)
2026-05-27 14:15,2026-05-27,14:15,COLPAL,PUT,COLPAL26JUN2080PE,2026-05-27 09:15,65.9,65.45,-0.7,-101.0,225,42.8,98.9,118.6,UPDATE,300,OPEN (-0.7%)
2026-05-27 14:15,2026-05-27,14:15,HAVELLS,PUT,HAVELLS26JUN1200PE,2026-05-27 09:15,29.9,25.6,-14.4,-2150.0,500,19.4,44.8,53.8,UPDATE,300,OPEN (-14.4%)
2026-05-27 14:15,2026-05-27,14:15,CONCOR,PUT,CONCOR26JUN480PE,2026-05-27 09:15,16.75,18.85,12.5,2625.0,1250,10.9,25.1,30.2,UPDATE,300,OPEN (+12.5%)
2026-05-27 14:15,2026-05-27,14:15,RECLTD,PUT,RECLTD26JUN340PE,2026-05-27 09:15,10.0,9.65,-3.5,-490.0,1400,6.5,15.0,18.0,UPDATE,300,OPEN (-3.5%)
2026-05-27 14:15,2026-05-27,14:15,TITAN,PUT,TITAN26JUN4100PE,2026-05-27 09:15,80.45,74.3,-7.6,-1076.0,175,52.3,120.7,144.8,UPDATE,300,OPEN (-7.6%)
2026-05-27 14:15,2026-05-27,14:15,DMART,PUT,DMART26JUN4100PE,2026-05-27 09:15,96.3,98.05,1.8,262.0,150,62.6,144.4,173.3,UPDATE,300,OPEN (+1.8%)
2026-05-27 14:15,2026-05-27,14:15,JUBLFOOD,PUT,JUBLFOOD26JUN430PE,2026-05-27 09:15,15.5,15.4,-0.6,-125.0,1250,10.1,23.2,27.9,UPDATE,300,OPEN (-0.6%)
2026-05-27 14:15,2026-05-27,14:15,MANKIND,CALL,MANKIND26JUN2420CE,2026-05-27 09:15,121.1,90.0,-25.7,-6997.0,225,78.7,181.6,218.0,UPDATE,300,OPEN (-25.7%)
2026-05-27 14:15,2026-05-27,14:15,MAZDOCK,PUT,MAZDOCK26JUN2480PE,2026-05-27 09:15,94.6,110.2,16.5,3120.0,200,61.5,141.9,170.3,UPDATE,300,OPEN (+16.5%)
2026-05-27 14:15,2026-05-27,14:15,LT,CALL,LT26JUN4060CE,2026-05-27 09:15,114.15,97.55,-14.5,-2905.0,175,74.2,171.2,205.5,UPDATE,300,OPEN (-14.5%)
2026-05-27 14:30,2026-05-27,14:30,INDUSINDBK,CALL,INDUSINDBK26JUN930CE,2026-05-26 09:15,33.3,31.55,-5.3,-1225.0,700,21.6,49.9,59.9,UPDATE,1755,OPEN (-5.3%)
2026-05-27 14:30,2026-05-27,14:30,AUBANK,CALL,AUBANK26JUN1020CE,2026-05-26 09:15,33.8,27.1,-19.8,-6700.0,1000,22.0,50.7,60.8,UPDATE,1755,OPEN (-19.8%)
2026-05-27 14:30,2026-05-27,14:30,BANDHANBNK,CALL,BANDHANBNK26JUN200CE,2026-05-26 09:15,9.5,12.1,27.4,9360.0,3600,6.2,14.2,17.1,UPDATE,1755,OPEN (+27.4%)
2026-05-27 14:30,2026-05-27,14:30,INFY,PUT,INFY26JUN1170PE,2026-05-26 09:15,40.0,45.45,13.6,2180.0,400,26.0,60.0,72.0,UPDATE,1755,OPEN (+13.6%)
2026-05-27 14:30,2026-05-27,14:30,SBIN,PUT,SBIN26JUN970PE,2026-05-26 09:15,21.8,22.25,2.1,337.0,750,14.2,32.7,39.2,UPDATE,1755,OPEN (+2.1%)
2026-05-27 14:30,2026-05-27,14:30,TCS,PUT,TCS26JUN2280PE,2026-05-26 09:15,62.05,67.55,8.9,962.0,175,40.3,93.1,111.7,UPDATE,1755,OPEN (+8.9%)
2026-05-27 14:30,2026-05-27,14:30,HCLTECH,PUT,HCLTECH26JUN1160PE,2026-05-27 09:15,36.7,36.45,-0.7,-88.0,350,23.9,55.1,66.1,UPDATE,315,OPEN (-0.7%)
2026-05-27 14:30,2026-05-27,14:30,LTM,PUT,LTM26JUN4000PE,2026-05-27 09:15,160.5,168.5,5.0,1200.0,150,104.3,240.8,288.9,UPDATE,315,OPEN (+5.0%)
2026-05-27 14:30,2026-05-27,14:30,HEROMOTOCO,PUT,HEROMOTOCO26JUN5000PE,2026-05-27 09:15,158.5,125.5,-20.8,-4950.0,150,103.0,237.8,285.3,UPDATE,315,OPEN (-20.8%)
2026-05-27 14:30,2026-05-27,14:30,PETRONET,CALL,PETRONET26JUN280CE,2026-05-27 09:15,9.3,8.2,-11.8,-2090.0,1900,6.0,14.0,16.7,UPDATE,315,OPEN (-11.8%)
2026-05-27 14:30,2026-05-27,14:30,MAXHEALTH,PUT,MAXHEALTH26JUN1000PE,2026-05-27 09:15,33.8,30.25,-10.5,-1864.0,525,22.0,50.7,60.8,UPDATE,315,OPEN (-10.5%)
2026-05-27 14:30,2026-05-27,14:30,ITC,PUT,ITC26JUN294.5PE,2026-05-27 09:15,5.3,7.0,32.1,2720.0,1600,3.4,7.9,9.5,UPDATE,315,OPEN (+32.1%)
2026-05-27 14:30,2026-05-27,14:30,MARICO,CALL,MARICO26JUN835CE,2026-05-27 09:15,19.35,22.3,15.2,3540.0,1200,12.6,29.0,34.8,UPDATE,315,OPEN (+15.2%)
2026-05-27 14:30,2026-05-27,14:30,COLPAL,PUT,COLPAL26JUN2080PE,2026-05-27 09:15,65.9,64.75,-1.7,-259.0,225,42.8,98.9,118.6,UPDATE,315,OPEN (-1.7%)
2026-05-27 14:30,2026-05-27,14:30,HAVELLS,PUT,HAVELLS26JUN1200PE,2026-05-27 09:15,29.9,25.5,-14.7,-2200.0,500,19.4,44.8,53.8,UPDATE,315,OPEN (-14.7%)
2026-05-27 14:30,2026-05-27,14:30,CONCOR,PUT,CONCOR26JUN480PE,2026-05-27 09:15,16.75,18.65,11.3,2375.0,1250,10.9,25.1,30.2,UPDATE,315,OPEN (+11.3%)
2026-05-27 14:30,2026-05-27,14:30,RECLTD,PUT,RECLTD26JUN340PE,2026-05-27 09:15,10.0,9.5,-5.0,-700.0,1400,6.5,15.0,18.0,UPDATE,315,OPEN (-5.0%)
2026-05-27 14:30,2026-05-27,14:30,TITAN,PUT,TITAN26JUN4100PE,2026-05-27 09:15,80.45,71.55,-11.1,-1558.0,175,52.3,120.7,144.8,UPDATE,315,OPEN (-11.1%)
2026-05-27 14:30,2026-05-27,14:30,DMART,PUT,DMART26JUN4100PE,2026-05-27 09:15,96.3,97.95,1.7,248.0,150,62.6,144.4,173.3,UPDATE,315,OPEN (+1.7%)
2026-05-27 14:30,2026-05-27,14:30,JUBLFOOD,PUT,JUBLFOOD26JUN430PE,2026-05-27 09:15,15.5,15.75,1.6,312.0,1250,10.1,23.2,27.9,UPDATE,315,OPEN (+1.6%)
2026-05-27 14:30,2026-05-27,14:30,MANKIND,CALL,MANKIND26JUN2420CE,2026-05-27 09:15,121.1,90.0,-25.7,-6997.0,225,78.7,181.6,218.0,UPDATE,315,OPEN (-25.7%)
2026-05-27 14:30,2026-05-27,14:30,MAZDOCK,PUT,MAZDOCK26JUN2480PE,2026-05-27 09:15,94.6,110.2,16.5,3120.0,200,61.5,141.9,170.3,UPDATE,315,OPEN (+16.5%)
2026-05-27 14:30,2026-05-27,14:30,LT,CALL,LT26JUN4060CE,2026-05-27 09:15,114.15,97.15,-14.9,-2975.0,175,74.2,171.2,205.5,UPDATE,315,OPEN (-14.9%)
2026-05-27 14:45,2026-05-27,14:45,INDUSINDBK,CALL,INDUSINDBK26JUN930CE,2026-05-26 09:15,33.3,32.15,-3.5,-805.0,700,21.6,49.9,59.9,UPDATE,1770,OPEN (-3.5%)
2026-05-27 14:45,2026-05-27,14:45,AUBANK,CALL,AUBANK26JUN1020CE,2026-05-26 09:15,33.8,26.9,-20.4,-6900.0,1000,22.0,50.7,60.8,UPDATE,1770,OPEN (-20.4%)
2026-05-27 14:45,2026-05-27,14:45,BANDHANBNK,CALL,BANDHANBNK26JUN200CE,2026-05-26 09:15,9.5,11.79,24.1,8244.0,3600,6.2,14.2,17.1,UPDATE,1770,OPEN (+24.1%)
2026-05-27 14:45,2026-05-27,14:45,INFY,PUT,INFY26JUN1170PE,2026-05-26 09:15,40.0,46.65,16.6,2660.0,400,26.0,60.0,72.0,UPDATE,1770,OPEN (+16.6%)
2026-05-27 14:45,2026-05-27,14:45,SBIN,PUT,SBIN26JUN970PE,2026-05-26 09:15,21.8,22.45,3.0,487.0,750,14.2,32.7,39.2,UPDATE,1770,OPEN (+3.0%)
2026-05-27 14:45,2026-05-27,14:45,TCS,PUT,TCS26JUN2280PE,2026-05-26 09:15,62.05,67.9,9.4,1024.0,175,40.3,93.1,111.7,UPDATE,1770,OPEN (+9.4%)
2026-05-27 14:45,2026-05-27,14:45,HCLTECH,PUT,HCLTECH26JUN1160PE,2026-05-27 09:15,36.7,36.35,-1.0,-123.0,350,23.9,55.1,66.1,UPDATE,330,OPEN (-1.0%)
2026-05-27 14:45,2026-05-27,14:45,LTM,PUT,LTM26JUN4000PE,2026-05-27 09:15,160.5,168.3,4.9,1170.0,150,104.3,240.8,288.9,UPDATE,330,OPEN (+4.9%)
2026-05-27 14:45,2026-05-27,14:45,HEROMOTOCO,PUT,HEROMOTOCO26JUN5000PE,2026-05-27 09:15,158.5,108.35,-31.6,-7523.0,150,103.0,237.8,285.3,UPDATE,330,OPEN (-31.6%)
2026-05-27 14:45,2026-05-27,14:45,PETRONET,CALL,PETRONET26JUN280CE,2026-05-27 09:15,9.3,8.35,-10.2,-1805.0,1900,6.0,14.0,16.7,UPDATE,330,OPEN (-10.2%)
2026-05-27 14:45,2026-05-27,14:45,MAXHEALTH,PUT,MAXHEALTH26JUN1000PE,2026-05-27 09:15,33.8,31.65,-6.4,-1129.0,525,22.0,50.7,60.8,UPDATE,330,OPEN (-6.4%)
2026-05-27 14:45,2026-05-27,14:45,ITC,PUT,ITC26JUN294.5PE,2026-05-27 09:15,5.3,6.95,31.1,2640.0,1600,3.4,7.9,9.5,UPDATE,330,OPEN (+31.1%)
2026-05-27 14:45,2026-05-27,14:45,MARICO,CALL,MARICO26JUN835CE,2026-05-27 09:15,19.35,21.95,13.4,3120.0,1200,12.6,29.0,34.8,UPDATE,330,OPEN (+13.4%)
2026-05-27 14:45,2026-05-27,14:45,COLPAL,PUT,COLPAL26JUN2080PE,2026-05-27 09:15,65.9,64.4,-2.3,-338.0,225,42.8,98.9,118.6,UPDATE,330,OPEN (-2.3%)
2026-05-27 14:45,2026-05-27,14:45,HAVELLS,PUT,HAVELLS26JUN1200PE,2026-05-27 09:15,29.9,24.1,-19.4,-2900.0,500,19.4,44.8,53.8,UPDATE,330,OPEN (-19.4%)
2026-05-27 14:45,2026-05-27,14:45,CONCOR,PUT,CONCOR26JUN480PE,2026-05-27 09:15,16.75,18.5,10.4,2188.0,1250,10.9,25.1,30.2,UPDATE,330,OPEN (+10.4%)
2026-05-27 14:45,2026-05-27,14:45,RECLTD,PUT,RECLTD26JUN340PE,2026-05-27 09:15,10.0,8.9,-11.0,-1540.0,1400,6.5,15.0,18.0,UPDATE,330,OPEN (-11.0%)
2026-05-27 14:45,2026-05-27,14:45,TITAN,PUT,TITAN26JUN4100PE,2026-05-27 09:15,80.45,72.25,-10.2,-1435.0,175,52.3,120.7,144.8,UPDATE,330,OPEN (-10.2%)
2026-05-27 14:45,2026-05-27,14:45,DMART,PUT,DMART26JUN4100PE,2026-05-27 09:15,96.3,100.15,4.0,578.0,150,62.6,144.4,173.3,UPDATE,330,OPEN (+4.0%)
2026-05-27 14:45,2026-05-27,14:45,JUBLFOOD,PUT,JUBLFOOD26JUN430PE,2026-05-27 09:15,15.5,15.4,-0.6,-125.0,1250,10.1,23.2,27.9,UPDATE,330,OPEN (-0.6%)
2026-05-27 14:45,2026-05-27,14:45,MANKIND,CALL,MANKIND26JUN2420CE,2026-05-27 09:15,121.1,90.0,-25.7,-6997.0,225,78.7,181.6,218.0,UPDATE,330,OPEN (-25.7%)
2026-05-27 14:45,2026-05-27,14:45,MAZDOCK,PUT,MAZDOCK26JUN2480PE,2026-05-27 09:15,94.6,110.2,16.5,3120.0,200,61.5,141.9,170.3,UPDATE,330,OPEN (+16.5%)
2026-05-27 14:45,2026-05-27,14:45,LT,CALL,LT26JUN4060CE,2026-05-27 09:15,114.15,102.6,-10.1,-2021.0,175,74.2,171.2,205.5,UPDATE,330,OPEN (-10.1%)
2026-05-27 15:00,2026-05-27,15:00,INDUSINDBK,CALL,INDUSINDBK26JUN930CE,2026-05-26 09:15,33.3,31.55,-5.3,-1225.0,700,21.6,49.9,59.9,UPDATE,1785,OPEN (-5.3%)
2026-05-27 15:00,2026-05-27,15:00,AUBANK,CALL,AUBANK26JUN1020CE,2026-05-26 09:15,33.8,26.5,-21.6,-7300.0,1000,22.0,50.7,60.8,UPDATE,1785,OPEN (-21.6%)
2026-05-27 15:00,2026-05-27,15:00,BANDHANBNK,CALL,BANDHANBNK26JUN200CE,2026-05-26 09:15,9.5,11.81,24.3,8316.0,3600,6.2,14.2,17.1,UPDATE,1785,OPEN (+24.3%)
2026-05-27 15:00,2026-05-27,15:00,INFY,PUT,INFY26JUN1170PE,2026-05-26 09:15,40.0,45.55,13.9,2220.0,400,26.0,60.0,72.0,UPDATE,1785,OPEN (+13.9%)
2026-05-27 15:00,2026-05-27,15:00,SBIN,PUT,SBIN26JUN970PE,2026-05-26 09:15,21.8,22.4,2.8,450.0,750,14.2,32.7,39.2,UPDATE,1785,OPEN (+2.8%)
2026-05-27 15:00,2026-05-27,15:00,TCS,PUT,TCS26JUN2280PE,2026-05-26 09:15,62.05,67.65,9.0,980.0,175,40.3,93.1,111.7,UPDATE,1785,OPEN (+9.0%)
2026-05-27 15:00,2026-05-27,15:00,HCLTECH,PUT,HCLTECH26JUN1160PE,2026-05-27 09:15,36.7,36.35,-1.0,-123.0,350,23.9,55.1,66.1,UPDATE,345,OPEN (-1.0%)
2026-05-27 15:00,2026-05-27,15:00,LTM,PUT,LTM26JUN4000PE,2026-05-27 09:15,160.5,165.0,2.8,675.0,150,104.3,240.8,288.9,UPDATE,345,OPEN (+2.8%)
2026-05-27 15:00,2026-05-27,15:00,HEROMOTOCO,PUT,HEROMOTOCO26JUN5000PE,2026-05-27 09:15,158.5,110.9,-30.0,-7140.0,150,103.0,237.8,285.3,UPDATE,345,OPEN (-30.0%)
2026-05-27 15:00,2026-05-27,15:00,PETRONET,CALL,PETRONET26JUN280CE,2026-05-27 09:15,9.3,8.15,-12.4,-2185.0,1900,6.0,14.0,16.7,UPDATE,345,OPEN (-12.4%)
2026-05-27 15:00,2026-05-27,15:00,MAXHEALTH,PUT,MAXHEALTH26JUN1000PE,2026-05-27 09:15,33.8,31.95,-5.5,-971.0,525,22.0,50.7,60.8,UPDATE,345,OPEN (-5.5%)
2026-05-27 15:00,2026-05-27,15:00,ITC,PUT,ITC26JUN294.5PE,2026-05-27 09:15,5.3,6.7,26.4,2240.0,1600,3.4,7.9,9.5,UPDATE,345,OPEN (+26.4%)
2026-05-27 15:00,2026-05-27,15:00,MARICO,CALL,MARICO26JUN835CE,2026-05-27 09:15,19.35,21.95,13.4,3120.0,1200,12.6,29.0,34.8,UPDATE,345,OPEN (+13.4%)
2026-05-27 15:00,2026-05-27,15:00,COLPAL,PUT,COLPAL26JUN2080PE,2026-05-27 09:15,65.9,64.95,-1.4,-214.0,225,42.8,98.9,118.6,UPDATE,345,OPEN (-1.4%)
2026-05-27 15:00,2026-05-27,15:00,HAVELLS,PUT,HAVELLS26JUN1200PE,2026-05-27 09:15,29.9,23.65,-20.9,-3125.0,500,19.4,44.8,53.8,UPDATE,345,OPEN (-20.9%)
2026-05-27 15:00,2026-05-27,15:00,CONCOR,PUT,CONCOR26JUN480PE,2026-05-27 09:15,16.75,18.55,10.7,2250.0,1250,10.9,25.1,30.2,UPDATE,345,OPEN (+10.7%)
2026-05-27 15:00,2026-05-27,15:00,RECLTD,PUT,RECLTD26JUN340PE,2026-05-27 09:15,10.0,8.65,-13.5,-1890.0,1400,6.5,15.0,18.0,UPDATE,345,OPEN (-13.5%)
2026-05-27 15:00,2026-05-27,15:00,TITAN,PUT,TITAN26JUN4100PE,2026-05-27 09:15,80.45,72.3,-10.1,-1426.0,175,52.3,120.7,144.8,UPDATE,345,OPEN (-10.1%)
2026-05-27 15:00,2026-05-27,15:00,DMART,PUT,DMART26JUN4100PE,2026-05-27 09:15,96.3,94.7,-1.7,-240.0,150,62.6,144.4,173.3,UPDATE,345,OPEN (-1.7%)
2026-05-27 15:00,2026-05-27,15:00,JUBLFOOD,PUT,JUBLFOOD26JUN430PE,2026-05-27 09:15,15.5,15.2,-1.9,-375.0,1250,10.1,23.2,27.9,UPDATE,345,OPEN (-1.9%)
2026-05-27 15:00,2026-05-27,15:00,MANKIND,CALL,MANKIND26JUN2420CE,2026-05-27 09:15,121.1,90.0,-25.7,-6997.0,225,78.7,181.6,218.0,UPDATE,345,OPEN (-25.7%)
2026-05-27 15:00,2026-05-27,15:00,MAZDOCK,PUT,MAZDOCK26JUN2480PE,2026-05-27 09:15,94.6,110.2,16.5,3120.0,200,61.5,141.9,170.3,UPDATE,345,OPEN (+16.5%)
2026-05-27 15:00,2026-05-27,15:00,LT,CALL,LT26JUN4060CE,2026-05-27 09:15,114.15,104.8,-8.2,-1636.0,175,74.2,171.2,205.5,UPDATE,345,OPEN (-8.2%)
2026-05-27 15:15,2026-05-27,15:15,INDUSINDBK,CALL,INDUSINDBK26JUN930CE,2026-05-26 09:15,33.3,31.8,-4.5,-1050.0,700,21.6,49.9,59.9,UPDATE,1800,OPEN (-4.5%)
2026-05-27 15:15,2026-05-27,15:15,AUBANK,CALL,AUBANK26JUN1020CE,2026-05-26 09:15,33.8,27.6,-18.3,-6200.0,1000,22.0,50.7,60.8,UPDATE,1800,OPEN (-18.3%)
2026-05-27 15:15,2026-05-27,15:15,BANDHANBNK,CALL,BANDHANBNK26JUN200CE,2026-05-26 09:15,9.5,11.88,25.1,8568.0,3600,6.2,14.2,17.1,UPDATE,1800,OPEN (+25.1%)
2026-05-27 15:15,2026-05-27,15:15,INFY,PUT,INFY26JUN1170PE,2026-05-26 09:15,40.0,45.25,13.1,2100.0,400,26.0,60.0,72.0,UPDATE,1800,OPEN (+13.1%)
2026-05-27 15:15,2026-05-27,15:15,SBIN,PUT,SBIN26JUN970PE,2026-05-26 09:15,21.8,21.85,0.2,38.0,750,14.2,32.7,39.2,UPDATE,1800,OPEN (+0.2%)
2026-05-27 15:15,2026-05-27,15:15,TCS,PUT,TCS26JUN2280PE,2026-05-26 09:15,62.05,66.25,6.8,735.0,175,40.3,93.1,111.7,UPDATE,1800,OPEN (+6.8%)
2026-05-27 15:15,2026-05-27,15:15,HCLTECH,PUT,HCLTECH26JUN1160PE,2026-05-27 09:15,36.7,36.4,-0.8,-105.0,350,23.9,55.1,66.1,UPDATE,360,OPEN (-0.8%)
2026-05-27 15:15,2026-05-27,15:15,LTM,PUT,LTM26JUN4000PE,2026-05-27 09:15,160.5,165.0,2.8,675.0,150,104.3,240.8,288.9,UPDATE,360,OPEN (+2.8%)
2026-05-27 15:15,2026-05-27,15:15,HEROMOTOCO,PUT,HEROMOTOCO26JUN5000PE,2026-05-27 09:15,158.5,106.95,-32.5,-7732.0,150,103.0,237.8,285.3,UPDATE,360,OPEN (-32.5%)
2026-05-27 15:15,2026-05-27,15:15,PETRONET,CALL,PETRONET26JUN280CE,2026-05-27 09:15,9.3,8.6,-7.5,-1330.0,1900,6.0,14.0,16.7,UPDATE,360,OPEN (-7.5%)
2026-05-27 15:15,2026-05-27,15:15,MAXHEALTH,PUT,MAXHEALTH26JUN1000PE,2026-05-27 09:15,33.8,32.1,-5.0,-892.0,525,22.0,50.7,60.8,UPDATE,360,OPEN (-5.0%)
2026-05-27 15:15,2026-05-27,15:15,ITC,PUT,ITC26JUN294.5PE,2026-05-27 09:15,5.3,6.6,24.5,2080.0,1600,3.4,7.9,9.5,UPDATE,360,OPEN (+24.5%)
2026-05-27 15:15,2026-05-27,15:15,MARICO,CALL,MARICO26JUN835CE,2026-05-27 09:15,19.35,22.2,14.7,3420.0,1200,12.6,29.0,34.8,UPDATE,360,OPEN (+14.7%)
2026-05-27 15:15,2026-05-27,15:15,COLPAL,PUT,COLPAL26JUN2080PE,2026-05-27 09:15,65.9,57.9,-12.1,-1800.0,225,42.8,98.9,118.6,UPDATE,360,OPEN (-12.1%)
2026-05-27 15:15,2026-05-27,15:15,HAVELLS,PUT,HAVELLS26JUN1200PE,2026-05-27 09:15,29.9,26.5,-11.4,-1700.0,500,19.4,44.8,53.8,UPDATE,360,OPEN (-11.4%)
2026-05-27 15:15,2026-05-27,15:15,CONCOR,PUT,CONCOR26JUN480PE,2026-05-27 09:15,16.75,17.65,5.4,1125.0,1250,10.9,25.1,30.2,UPDATE,360,OPEN (+5.4%)
2026-05-27 15:15,2026-05-27,15:15,RECLTD,PUT,RECLTD26JUN340PE,2026-05-27 09:15,10.0,8.7,-13.0,-1820.0,1400,6.5,15.0,18.0,UPDATE,360,OPEN (-13.0%)
2026-05-27 15:15,2026-05-27,15:15,TITAN,PUT,TITAN26JUN4100PE,2026-05-27 09:15,80.45,71.5,-11.1,-1566.0,175,52.3,120.7,144.8,UPDATE,360,OPEN (-11.1%)
2026-05-27 15:15,2026-05-27,15:15,DMART,PUT,DMART26JUN4100PE,2026-05-27 09:15,96.3,81.05,-15.8,-2288.0,150,62.6,144.4,173.3,UPDATE,360,OPEN (-15.8%)
2026-05-27 15:15,2026-05-27,15:15,JUBLFOOD,PUT,JUBLFOOD26JUN430PE,2026-05-27 09:15,15.5,15.65,1.0,188.0,1250,10.1,23.2,27.9,UPDATE,360,OPEN (+1.0%)
2026-05-27 15:15,2026-05-27,15:15,MANKIND,CALL,MANKIND26JUN2420CE,2026-05-27 09:15,121.1,90.0,-25.7,-6997.0,225,78.7,181.6,218.0,UPDATE,360,OPEN (-25.7%)
2026-05-27 15:15,2026-05-27,15:15,MAZDOCK,PUT,MAZDOCK26JUN2480PE,2026-05-27 09:15,94.6,110.2,16.5,3120.0,200,61.5,141.9,170.3,UPDATE,360,OPEN (+16.5%)
2026-05-27 15:15,2026-05-27,15:15,LT,CALL,LT26JUN4060CE,2026-05-27 09:15,114.15,106.0,-7.1,-1426.0,175,74.2,171.2,205.5,UPDATE,360,OPEN (-7.1%)
2026-05-27 15:30,2026-05-27,15:30,INDUSINDBK,CALL,INDUSINDBK26JUN930CE,2026-05-26 09:15,33.3,31.35,-5.9,-1365.0,700,21.6,49.9,59.9,UPDATE,1815,OPEN (-5.9%)
