event_time,date,time,symbol,direction,option_symbol,entry_time,entry_premium,current_premium,pnl_pct,pnl_rs,lot_size,sl_premium,t1_premium,t2_premium,event_type,hold_minutes,notes
2026-05-27 09:15,2026-05-27,09:15,HEROMOTOCO,PUT,HEROMOTOCO26JUN5000PE,2026-05-27 09:15,158.5,158.5,0.0,0.0,150,103.0,237.8,285.3,UPDATE,0,OPEN (+0.0%)
2026-05-27 09:15,2026-05-27,09:15,PETRONET,CALL,PETRONET26JUN280CE,2026-05-27 09:15,9.3,9.5,2.2,380.0,1900,6.0,14.0,16.7,UPDATE,0,OPEN (+2.2%)
2026-05-27 09:15,2026-05-27,09:15,MAXHEALTH,PUT,MAXHEALTH26JUN1000PE,2026-05-27 09:15,33.8,33.8,0.0,0.0,525,22.0,50.7,60.8,UPDATE,0,OPEN (+0.0%)
2026-05-27 09:15,2026-05-27,09:15,ITC,PUT,ITC26JUN294.5PE,2026-05-27 09:15,5.3,5.3,0.0,0.0,1600,3.4,7.9,9.5,UPDATE,0,OPEN (+0.0%)
2026-05-27 09:15,2026-05-27,09:15,MARICO,CALL,MARICO26JUN835CE,2026-05-27 09:15,19.35,19.35,0.0,0.0,1200,12.6,29.0,34.8,UPDATE,0,OPEN (+0.0%)
2026-05-27 09:15,2026-05-27,09:15,COLPAL,PUT,COLPAL26JUN2080PE,2026-05-27 09:15,65.9,61.0,-7.4,-1103.0,225,42.8,98.9,118.6,UPDATE,0,OPEN (-7.4%)
2026-05-27 09:15,2026-05-27,09:15,SIEMENS,CALL,SIEMENS26JUN3600CE,2026-05-27 09:15,171.95,180.0,4.7,1409.0,175,111.8,257.9,309.5,UPDATE,0,OPEN (+4.7%)
2026-05-27 09:15,2026-05-27,09:15,HAVELLS,PUT,HAVELLS26JUN1200PE,2026-05-27 09:15,29.9,29.9,0.0,0.0,500,19.4,44.8,53.8,UPDATE,0,OPEN (+0.0%)
2026-05-27 09:15,2026-05-27,09:15,CONCOR,PUT,CONCOR26JUN480PE,2026-05-27 09:15,16.75,17.0,1.5,312.0,1250,10.9,25.1,30.2,UPDATE,0,OPEN (+1.5%)
2026-05-27 09:15,2026-05-27,09:15,RECLTD,PUT,RECLTD26JUN340PE,2026-05-27 09:15,10.0,10.0,0.0,0.0,1400,6.5,15.0,18.0,UPDATE,0,OPEN (+0.0%)
2026-05-27 09:15,2026-05-27,09:15,TITAN,PUT,TITAN26JUN4100PE,2026-05-27 09:15,80.45,80.45,0.0,0.0,175,52.3,120.7,144.8,UPDATE,0,OPEN (+0.0%)
2026-05-27 09:15,2026-05-27,09:15,DMART,PUT,DMART26JUN4100PE,2026-05-27 09:15,96.3,96.3,0.0,0.0,150,62.6,144.4,173.3,UPDATE,0,OPEN (+0.0%)
2026-05-27 09:15,2026-05-27,09:15,JUBLFOOD,PUT,JUBLFOOD26JUN430PE,2026-05-27 09:15,15.5,15.5,0.0,0.0,1250,10.1,23.2,27.9,UPDATE,0,OPEN (+0.0%)
2026-05-27 09:30,2026-05-27,09:30,MANKIND,CALL,MANKIND26JUN2420CE,2026-05-27 09:30,121.1,121.1,0.0,0.0,225,78.7,181.6,218.0,NEW_ENTRY,0,score=6 pcr=1.04 rsi=56
2026-05-27 09:30,2026-05-27,09:30,INDUSINDBK,CALL,INDUSINDBK26JUN930CE,2026-05-26 09:15,33.3,34.15,2.6,595.0,700,21.6,49.9,59.9,UPDATE,1455,OPEN (+2.6%)
2026-05-27 09:30,2026-05-27,09:30,AUBANK,CALL,AUBANK26JUN1020CE,2026-05-26 09:15,33.8,33.8,0.0,0.0,1000,22.0,50.7,60.8,UPDATE,1455,OPEN (+0.0%)
2026-05-27 09:30,2026-05-27,09:30,BANDHANBNK,CALL,BANDHANBNK26JUN200CE,2026-05-26 09:15,9.5,10.99,15.7,5364.0,3600,6.2,14.2,17.1,UPDATE,1455,OPEN (+15.7%)
2026-05-27 09:30,2026-05-27,09:30,INFY,PUT,INFY26JUN1170PE,2026-05-26 09:15,40.0,45.2,13.0,2080.0,400,26.0,60.0,72.0,UPDATE,1455,OPEN (+13.0%)
