Symbol,Name,TopPick_Rank,Passed,Score,Grade,Price,MCap_Cr,PE,PEG,ROE_%,ROCE_%,OPM_%,DebtEquity,PromoterHold_%,Pledge_%,SalesGr3Y_%,ProfitGr3Y_%,FCF_Cr,SL,Target_1Y,Target_3Y,Target_5Y,52W_High,52W_Low,Dist_52H_%,Range_Pos_%,Tech_Signal,Momentum,Entry_Quality,FailReasons
NEULANDLAB,Neuland Laboratories Ltd,,False,11,FAIL,17088.0,21924.0,60.2,1.98,21.4,26.6,,0.16,32.63,,19.3,30.4,-77.0,,,,,,,,,N/A,N/A,❌ AVOID,Prom%:32.63(need >40.0) | FCF:-77.0(need>0)
PREMIERENE,Premier Energies Ltd,,False,11,FAIL,1061.0,48164.0,31.9,0.11,42.4,33.3,,0.86,63.94,,76.3,287.3,-895.0,,,,,,,,,N/A,N/A,❌ AVOID,D/E:0.86(need <0.75) | FCF:-895.0(need>0)
TRENT,Trent Ltd,,False,11,FAIL,4224.0,150158.0,86.4,1.36,27.9,27.8,,0.37,37.01,,34.5,63.5,1090.0,,,,,,,,,N/A,N/A,❌ AVOID,Prom%:37.01(need >40.0) | MCap:150158.0(₹200-100000cr)
VIJAYA,Vijaya Diagnostic Centre Ltd,,False,11,FAIL,1308.0,13464.0,77.8,2.91,19.7,21.3,,0.44,52.51,,21.0,26.7,97.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:19.7(need >20.0)
BSOFT,Birlasoft Ltd,,False,10,FAIL,319.0,8926.0,16.4,1.02,14.4,21.6,,0.03,40.39,,3.5,16.0,338.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.4(need >20.0) | SalesG3Y%:3.5(need >12.0)
BBTC,The Bombay Burmah Trading Corp,,False,10,FAIL,1502.0,10477.0,8.67,0.19,19.1,33.0,,0.23,74.04,,5.5,45.6,1231.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:19.1(need >20.0) | SalesG3Y%:5.5(need >12.0)
HAVELLS,Havells India Ltd,,False,10,FAIL,1177.0,73816.0,43.6,2.66,19.0,24.9,,0.03,59.38,,10.0,16.4,677.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:19.0(need >20.0) | SalesG3Y%:10.0(need >12.0)
JBCHEPHARM,J B Chemicals & Pharmaceutical,,False,10,FAIL,2167.0,34799.0,47.7,2.39,19.2,25.8,,0.0,48.8,,9.6,20.0,118.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:19.2(need >20.0) | SalesG3Y%:9.6(need >12.0)
JWL,Jupiter Wagons Ltd,,False,10,FAIL,291.0,12426.0,49.2,1.91,17.4,21.1,,0.27,68.31,,15.4,25.8,-524.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.4(need >20.0) | FCF:-524.0(need>0)
JYOTICNC,Jyoti CNC Automation Ltd,,False,10,FAIL,596.0,13554.0,40.3,0.24,18.2,21.3,,0.43,62.55,,31.1,165.3,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:18.2(need >20.0) | FCF:0(need>0)
KEI,KEI Industries Ltd,,False,10,FAIL,5268.0,50358.0,54.8,2.25,14.8,20.1,,0.04,35.0,,19.4,24.4,490.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.8(need >20.0) | Prom%:35.0(need >40.0)
KAJARIACER,Kajaria Ceramics Ltd,,False,10,FAIL,1073.0,17084.0,32.9,2.72,17.9,23.3,,0.07,47.69,,3.3,12.1,328.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.9(need >20.0) | SalesG3Y%:3.3(need >12.0)
LLOYDSME,Lloyds Metals & Energy Ltd,,False,10,FAIL,1802.0,101420.0,27.3,0.11,36.6,27.3,,1.49,61.65,,72.2,240.5,-6553.0,,,,,,,,,N/A,N/A,❌ AVOID,D/E:1.49(need <0.75) | FCF:-6553.0(need>0) | MCap:101420.0(₹200-100000cr)
OLECTRA,Olectra Greentech Ltd,,False,10,FAIL,1180.0,9686.0,54.6,1.4,15.6,21.0,,0.31,50.02,,28.4,39.0,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.6(need >20.0) | FCF:0(need>0)
RECLTD,REC Ltd,,False,10,FAIL,338.0,88911.0,5.45,0.4,20.0,9.71,,6.05,52.63,,14.7,13.5,2664.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:9.71(need >20.0) | D/E:6.05(need <0.75)
SONATSOFTW,Sonata Software Ltd,,False,10,FAIL,265.0,7434.0,14.6,16.22,28.2,30.6,,0.38,28.17,,12.8,0.9,321.0,,,,,,,,,N/A,N/A,❌ AVOID,ProfG3Y%:0.9(need >12.0) | Prom%:28.17(need >40.0)
SUZLON,Suzlon Energy Ltd,,False,10,FAIL,57.0,77537.0,24.5,7.9,40.6,35.1,,0.06,11.73,,41.0,3.1,288.0,,,,,,,,,N/A,N/A,❌ AVOID,ProfG3Y%:3.1(need >12.0) | Prom%:11.73(need >40.0)
SYRMA,Syrma SGS Technology Ltd,,False,10,FAIL,1089.0,20991.0,65.4,1.59,18.3,20.0,,0.12,42.28,,33.0,41.2,-452.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:18.3(need >20.0) | FCF:-452.0(need>0)
TITAN,Titan Company Ltd,,False,10,FAIL,4075.0,361764.0,70.3,4.48,37.7,25.8,,0.93,52.9,,29.2,15.7,2656.0,,,,,,,,,N/A,N/A,❌ AVOID,D/E:0.93(need <0.75) | MCap:361764.0(₹200-100000cr)
TARIL,Transformers & Rectifiers Indi,,False,10,FAIL,321.0,9622.0,36.4,0.42,19.1,23.3,,0.3,64.36,,21.6,86.4,-112.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:19.1(need >20.0) | FCF:-112.0(need>0)
WELCORP,Welspun Corp Ltd,,False,10,FAIL,1377.0,36321.0,22.5,0.22,19.4,22.9,,0.26,49.73,,19.8,101.2,-519.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:19.4(need >20.0) | FCF:-519.0(need>0)
ZENSARTECH,Zensar Technologies Ltd,,False,10,FAIL,494.0,11242.0,14.2,0.43,18.1,23.5,,0.02,49.01,,5.5,33.2,530.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:18.1(need >20.0) | SalesG3Y%:5.5(need >12.0)
AFFLE,Affle 3i Ltd,,False,9,FAIL,1463.0,20599.0,45.3,1.98,13.8,16.8,,0.0,54.92,,23.6,22.9,128.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:13.8(need >20.0) | ROCE%:16.8(need >20.0)
ALKEM,Alkem Laboratories Ltd,,False,9,FAIL,5498.0,65737.0,27.0,0.83,18.9,21.2,,0.15,51.2,,8.2,32.7,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:18.9(need >20.0) | SalesG3Y%:8.2(need >12.0) | FCF:0(need>0)
MAHABANK,Bank of Maharashtra,,False,9,FAIL,79.3,60971.0,8.69,0.22,22.7,6.03,,1.06,73.6,,22.6,39.1,-11842.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:6.03(need >20.0) | D/E:1.06(need <0.75) | FCF:-11842.0(need>0)
BHARTIARTL,Bharti Airtel Ltd,,False,9,FAIL,1829.0,1114460.0,38.8,0.97,21.9,18.5,,1.31,48.87,,14.9,40.1,63696.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:18.5(need >20.0) | D/E:1.31(need <0.75) | MCap:1114460.0(₹200-100000cr)
BIKAJI,Bikaji Foods International Ltd,,False,9,FAIL,650.0,16299.0,62.4,2.7,17.5,19.7,,0.19,73.88,,15.1,23.1,15.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.5(need >20.0) | ROCE%:19.7(need >20.0)
GROWW,Billionbrains Garage Ventures ,,False,9,FAIL,185.0,115993.0,55.7,,28.8,37.3,,0.03,27.38,,59.6,,-1372.0,,,,,,,,,N/A,N/A,❌ AVOID,ProfG3Y%:N/A | Prom%:27.38(need >40.0) | FCF:-1372.0(need>0) | MCap:115993.0(₹200-100000cr)
BOSCHLTD,Bosch Ltd,,False,9,FAIL,36625.0,108020.0,46.0,1.85,16.4,21.5,,0.01,70.54,,10.3,24.8,1591.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.4(need >20.0) | SalesG3Y%:10.3(need >12.0) | MCap:108020.0(₹200-100000cr)
MAPMYINDIA,C.E. Info Systems Ltd,,False,9,FAIL,820.0,4489.0,33.5,4.47,15.8,22.0,,0.01,51.41,,19.0,7.5,45.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.8(need >20.0) | ProfG3Y%:7.5(need >12.0)
CHALET,Chalet Hotels Ltd,,False,9,FAIL,785.0,17182.0,26.6,0.51,19.2,17.1,,0.64,67.29,,34.9,52.2,492.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:19.2(need >20.0) | ROCE%:17.1(need >20.0)
CLEAN,Clean Science & Technology Ltd,,False,9,FAIL,798.0,8476.0,36.9,,15.3,20.6,,0.0,51.29,,0.7,-8.0,72.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.3(need >20.0) | SalesG3Y%:0.7(need >12.0) | ProfG3Y%:-8.0(need >12.0)
COROMANDEL,Coromandel International Ltd,,False,9,FAIL,1754.0,51734.0,25.8,,17.0,22.8,,0.12,56.35,,2.0,-1.9,999.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.0(need >20.0) | SalesG3Y%:2.0(need >12.0) | ProfG3Y%:-1.9(need >12.0)
EIHOTEL,EIH Ltd,,False,9,FAIL,296.0,18523.0,25.9,1.0,14.5,20.7,,0.05,32.85,,13.3,25.9,-64.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.5(need >20.0) | Prom%:32.85(need >40.0) | FCF:-64.0(need>0)
ELGIEQUIP,Elgi Equipments Ltd,,False,9,FAIL,573.0,18173.0,41.2,8.24,21.5,23.7,,0.24,31.19,,9.1,5.0,356.0,,,,,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:9.1(need >12.0) | ProfG3Y%:5.0(need >12.0) | Prom%:31.19(need >40.0)
ENDURANCE,Endurance Technologies Ltd,,False,9,FAIL,2723.0,38297.0,39.6,1.55,15.4,18.3,,0.19,75.0,,18.4,25.6,35.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.4(need >20.0) | ROCE%:18.3(need >20.0)
ERIS,ERIS Lifesciences Ltd,,False,9,FAIL,1399.0,19386.0,30.7,1.53,18.7,14.1,,0.6,53.92,,22.9,20.1,169.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:18.7(need >20.0) | ROCE%:14.1(need >20.0)
HSCL,Himadri Speciality Chemical Lt,,False,9,FAIL,606.0,30598.0,40.8,0.79,17.8,22.1,,0.16,52.49,,3.8,51.8,-581.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.8(need >20.0) | SalesG3Y%:3.8(need >12.0) | FCF:-581.0(need>0)
HUDCO,Housing & Urban Development Co,,False,9,FAIL,204.0,40741.0,10.1,0.3,20.2,8.41,,6.45,75.0,,22.9,33.4,-34796.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:8.41(need >20.0) | D/E:6.45(need <0.75) | FCF:-34796.0(need>0)
IDBI,IDBI Bank Ltd,,False,9,FAIL,73.8,79385.0,8.62,0.24,14.2,6.5,,0.41,94.72,,12.1,35.3,18184.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.2(need >20.0) | ROCE%:6.5(need >20.0)
IOC,Indian Oil Corporation Ltd,,False,9,FAIL,140.0,198036.0,4.7,0.09,20.7,18.8,,0.6,51.5,,-2.3,55.1,53868.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:18.8(need >20.0) | SalesG3Y%:-2.3(need >12.0) | MCap:198036.0(₹200-100000cr)
INFY,Infosys Ltd,,False,9,FAIL,1161.0,470821.0,15.6,2.26,31.9,40.0,,0.1,14.38,,6.8,6.9,37532.0,,,,,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:6.8(need >12.0) | ProfG3Y%:6.9(need >12.0) | Prom%:14.38(need >40.0) | MCap:470821.0(₹200-100000cr)
LTFOODS,L T Foods Ltd,,False,9,FAIL,392.0,13616.0,21.8,1.57,14.9,17.7,,0.36,51.0,,16.4,13.9,65.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.9(need >20.0) | ROCE%:17.7(need >20.0)
LODHA,Lodha Developers Ltd,,False,9,FAIL,938.0,93716.0,27.3,0.3,15.8,16.6,,0.42,72.27,,20.8,91.3,179.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.8(need >20.0) | ROCE%:16.6(need >20.0)
NUVAMA,Nuvama Wealth Management Ltd,,False,9,FAIL,1555.0,28322.0,27.2,0.54,27.4,17.5,,2.8,54.13,,27.7,50.5,-3142.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:17.5(need >20.0) | D/E:2.8(need <0.75) | FCF:-3142.0(need>0)
PATANJALI,Patanjali Foods Ltd,,False,9,FAIL,456.0,49640.0,29.6,0.37,11.4,,,0.24,68.25,,47.7,79.9,183.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.4(need >20.0) | ROCE%:N/A
PETRONET,Petronet LNG Ltd,,False,9,FAIL,271.0,40658.0,10.4,1.86,18.6,22.7,,0.11,50.0,,-10.1,5.6,3278.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:18.6(need >20.0) | SalesG3Y%:-10.1(need >12.0) | ProfG3Y%:5.6(need >12.0)
POLYMED,Poly Medicure Ltd,,False,9,FAIL,1350.0,13680.0,41.8,1.94,11.2,14.0,,0.11,62.42,,18.9,21.5,21.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.2(need >20.0) | ROCE%:14.0(need >20.0)
RITES,Rites Ltd,,False,9,FAIL,202.0,9720.0,23.7,,15.4,22.0,,0.0,72.2,,-2.8,-7.4,453.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.4(need >20.0) | SalesG3Y%:-2.8(need >12.0) | ProfG3Y%:-7.4(need >12.0)
SAGILITY,Sagility Ltd,,False,9,FAIL,41.0,19212.0,20.3,0.24,10.5,13.4,,0.12,50.95,,19.5,85.9,492.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.5(need >20.0) | ROCE%:13.4(need >20.0)
SPLPETRO,Supreme Petrochem Ltd,,False,9,FAIL,666.0,12517.0,37.2,0.26,14.2,,,0.06,64.24,,53.9,143.0,57.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.2(need >20.0) | ROCE%:N/A
TECHNOE,Techno Electric & Engineering ,,False,9,FAIL,1079.0,12551.0,28.0,0.77,11.4,14.8,,0.02,56.93,,57.6,36.3,113.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.4(need >20.0) | ROCE%:14.8(need >20.0)
UNOMINDA,Uno Minda Ltd,,False,9,FAIL,1102.0,63620.0,52.3,2.33,19.4,19.7,,0.4,68.36,,20.5,22.4,68.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:19.4(need >20.0) | ROCE%:19.7(need >20.0)
VMM,Vishal Mega Mart Ltd,,False,9,FAIL,122.0,56938.0,67.8,1.8,12.2,14.8,,0.27,40.12,,19.4,37.7,633.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.2(need >20.0) | ROCE%:14.8(need >20.0)
ZFCVINDIA,ZF Commercial Vehicle Control ,,False,9,FAIL,14674.0,27822.0,53.2,3.02,15.2,20.3,,0.01,60.0,,6.1,17.6,103.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.2(need >20.0) | SalesG3Y%:6.1(need >12.0)
ZENTEC,Zen Technologies Ltd,,False,9,FAIL,1665.0,15031.0,77.9,1.23,10.7,16.2,,0.01,48.51,,46.5,63.4,83.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.7(need >20.0) | ROCE%:16.2(need >20.0)
AIAENG,AIA Engineering Ltd,,False,8,FAIL,4504.0,42028.0,33.0,5.24,17.0,21.1,,0.0,58.5,,-3.4,6.3,468.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.0(need >20.0) | SalesG3Y%:-3.4(need >12.0) | ProfG3Y%:6.3(need >12.0)
AWL,AWL Agri Business Ltd,,False,8,FAIL,192.0,24993.0,23.6,1.1,10.7,18.3,,0.11,56.94,,8.7,21.5,2862.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.7(need >20.0) | ROCE%:18.3(need >20.0) | SalesG3Y%:8.7(need >12.0)
ADANIPORTS,Adani Ports & Special Economic,,False,8,FAIL,1805.0,415772.0,32.0,0.96,16.4,14.1,,0.66,68.02,,22.9,33.3,7165.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.4(need >20.0) | ROCE%:14.1(need >20.0) | MCap:415772.0(₹200-100000cr)
ABDL,Allied Blenders & Distillers L,,False,8,FAIL,558.0,15616.0,67.9,0.18,14.4,18.4,,0.69,80.91,,7.6,379.1,31.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.4(need >20.0) | ROCE%:18.4(need >20.0) | SalesG3Y%:7.6(need >12.0)
ANANTRAJ,Anant Raj Ltd,,False,8,FAIL,514.0,18503.0,33.4,0.61,11.2,12.1,,0.12,57.41,,37.9,55.2,-666.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.2(need >20.0) | ROCE%:12.1(need >20.0) | FCF:-666.0(need>0)
APOLLOHOSP,Apollo Hospitals Enterprise Lt,,False,8,FAIL,8176.0,117566.0,60.1,1.8,22.1,17.9,,0.9,28.02,,14.9,33.4,708.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:17.9(need >20.0) | D/E:0.9(need <0.75) | Prom%:28.02(need >40.0) | MCap:117566.0(₹200-100000cr)
APTUS,Aptus Value Housing Finance In,,False,8,FAIL,260.0,13034.0,13.8,0.59,20.1,15.4,,1.56,23.86,,26.1,23.3,-664.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:15.4(need >20.0) | D/E:1.56(need <0.75) | Prom%:23.86(need >40.0) | FCF:-664.0(need>0)
ASHOKLEY,Ashok Leyland Ltd,,False,8,FAIL,155.0,91303.0,24.5,0.61,28.1,13.8,,4.49,51.51,,10.6,39.9,-11911.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:13.8(need >20.0) | SalesG3Y%:10.6(need >12.0) | D/E:4.49(need <0.75) | FCF:-11911.0(need>0)
AUROPHARMA,Aurobindo Pharma Ltd,,False,8,FAIL,1426.0,82846.0,23.4,1.06,10.1,12.8,,0.21,51.82,,10.6,22.0,2067.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.1(need >20.0) | ROCE%:12.8(need >20.0) | SalesG3Y%:10.6(need >12.0)
BAJAJHLDNG,Bajaj Holdings & Investment Lt,,False,8,FAIL,10361.0,115308.0,14.1,0.55,12.0,11.0,,0.0,51.46,,27.0,25.6,1085.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.0(need >20.0) | ROCE%:11.0(need >20.0) | MCap:115308.0(₹200-100000cr)
BANKINDIA,Bank of India,,False,8,FAIL,140.0,63696.0,6.02,0.15,12.4,5.93,,1.32,73.38,,16.4,39.0,4424.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.4(need >20.0) | ROCE%:5.93(need >20.0) | D/E:1.32(need <0.75)
BAYERCROP,Bayer CropScience Ltd,,False,8,FAIL,4510.0,20267.0,412.0,,15.8,20.1,,0.34,71.44,,,,22.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.8(need >20.0) | SalesG3Y%:N/A | ProfG3Y%:N/A
BELRISE,Belrise Industries Ltd,,False,8,FAIL,216.0,19262.0,38.5,2.33,12.6,14.5,,0.29,66.46,,13.0,16.5,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.6(need >20.0) | ROCE%:14.5(need >20.0) | FCF:0(need>0)
BERGEPAINT,Berger Paints India Ltd,,False,8,FAIL,501.0,58370.0,50.0,5.26,17.8,22.2,,0.09,74.98,,4.0,9.5,564.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.8(need >20.0) | SalesG3Y%:4.0(need >12.0) | ProfG3Y%:9.5(need >12.0)
CARTRADE,Cartrade Tech Ltd,,False,8,FAIL,1735.0,8316.0,36.5,0.44,9.69,11.8,,0.06,,,28.9,82.7,26.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.69(need >20.0) | ROCE%:11.8(need >20.0) | Prom%:N/A
CENTRALBK,Central Bank of India,,False,8,FAIL,30.8,27851.0,6.24,0.16,11.8,5.62,,0.82,81.19,,12.1,39.0,2350.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.8(need >20.0) | ROCE%:5.62(need >20.0) | D/E:0.82(need <0.75)
CHOICEIN,Choice International Ltd,,False,8,FAIL,672.0,14977.0,68.8,1.18,16.1,18.0,,0.54,53.66,,41.7,58.3,-544.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.1(need >20.0) | ROCE%:18.0(need >20.0) | FCF:-544.0(need>0)
COCHINSHIP,Cochin Shipyard Ltd,,False,8,FAIL,1467.0,38604.0,53.9,1.63,12.5,16.0,,0.28,67.91,,28.5,33.0,-907.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.5(need >20.0) | ROCE%:16.0(need >20.0) | FCF:-907.0(need>0)
COHANCE,Cohance Lifesciences Ltd,,False,8,FAIL,432.0,16508.0,83.7,,7.04,8.35,,0.1,57.49,,19.2,-28.5,113.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:7.04(need >20.0) | ROCE%:8.35(need >20.0) | ProfG3Y%:-28.5(need >12.0)
DLF,DLF Ltd,,False,8,FAIL,591.0,146192.0,34.5,1.17,9.62,6.34,,0.01,74.08,,12.9,29.5,7068.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.62(need >20.0) | ROCE%:6.34(need >20.0) | MCap:146192.0(₹200-100000cr)
DABUR,Dabur India Ltd,,False,8,FAIL,443.0,78645.0,41.2,12.88,17.2,20.4,,0.11,66.25,,4.6,3.2,1294.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.2(need >20.0) | SalesG3Y%:4.6(need >12.0) | ProfG3Y%:3.2(need >12.0)
DIVISLAB,Divis Laboratories Ltd,,False,8,FAIL,6667.0,176988.0,67.5,5.58,16.5,22.0,,0.0,51.88,,10.8,12.1,519.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.5(need >20.0) | SalesG3Y%:10.8(need >12.0) | MCap:176988.0(₹200-100000cr)
ESCORTS,Escorts Kubota Ltd,,False,8,FAIL,2860.0,31995.0,23.7,0.43,11.9,15.7,,0.01,68.04,,11.0,55.5,253.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.9(need >20.0) | ROCE%:15.7(need >20.0) | SalesG3Y%:11.0(need >12.0)
FINCABLES,Finolex Cables Ltd,,False,8,FAIL,1136.0,17378.0,24.4,1.98,12.3,16.0,,0.0,35.86,,12.2,12.3,202.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.3(need >20.0) | ROCE%:16.0(need >20.0) | Prom%:35.86(need >40.0)
FSL,Firstsource Solutions Ltd,,False,8,FAIL,263.0,18576.0,24.7,2.6,17.7,16.2,,0.67,53.66,,16.6,9.5,762.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.7(need >20.0) | ROCE%:16.2(need >20.0) | ProfG3Y%:9.5(need >12.0)
GRAVITA,Gravita India Ltd,,False,8,FAIL,1613.0,11905.0,31.4,1.38,16.8,17.0,,0.3,55.88,,15.0,22.8,-195.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.8(need >20.0) | ROCE%:17.0(need >20.0) | FCF:-195.0(need>0)
HONASA,Honasa Consumer Ltd,,False,8,FAIL,406.0,13223.0,64.9,0.46,15.7,19.2,,0.1,35.54,,17.0,142.6,124.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.7(need >20.0) | ROCE%:19.2(need >20.0) | Prom%:35.54(need >40.0)
ICICIPRULI,ICICI Prudential Life Insuranc,,False,8,FAIL,504.0,73099.0,45.5,1.78,12.6,10.1,,0.19,72.8,,7.9,25.5,2216.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.6(need >20.0) | ROCE%:10.1(need >20.0) | SalesG3Y%:7.9(need >12.0)
ITC,ITC Ltd,,False,8,FAIL,287.0,359470.0,17.2,6.62,29.3,38.9,,0.03,,,3.6,2.6,16143.0,,,,,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:3.6(need >12.0) | ProfG3Y%:2.6(need >12.0) | Prom%:N/A | MCap:359470.0(₹200-100000cr)
ITI,ITI Ltd,,False,8,FAIL,300.0,28933.0,,,-8.86,1.41,,0.4,90.02,,16.1,26.1,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-8.86(need >20.0) | ROCE%:1.41(need >20.0) | FCF:0(need>0)
INDGN,Indegene Ltd,,False,8,FAIL,522.0,12564.0,30.3,2.06,14.4,18.8,,0.05,,,15.0,14.7,139.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.4(need >20.0) | ROCE%:18.8(need >20.0) | Prom%:N/A
INDIANB,Indian Bank,,False,8,FAIL,833.0,112202.0,9.59,0.34,15.4,6.32,,0.58,73.84,,14.5,28.1,18387.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.4(need >20.0) | ROCE%:6.32(need >20.0) | MCap:112202.0(₹200-100000cr)
INDHOTEL,Indian Hotels Co Ltd,,False,8,FAIL,654.0,93128.0,49.2,1.71,15.6,17.3,,0.22,38.12,,18.6,28.7,744.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.6(need >20.0) | ROCE%:17.3(need >20.0) | Prom%:38.12(need >40.0)
IOB,Indian Overseas Bank,,False,8,FAIL,33.4,64356.0,11.9,0.32,15.6,6.07,,1.4,92.44,,18.0,37.1,4141.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.6(need >20.0) | ROCE%:6.07(need >20.0) | D/E:1.4(need <0.75)
IPCALAB,Ipca Laboratories Ltd,,False,8,FAIL,1524.0,38675.0,32.2,0.91,16.0,17.3,,0.1,44.72,,15.8,35.2,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.0(need >20.0) | ROCE%:17.3(need >20.0) | FCF:0(need>0)
JKCEMENT,J K Cements Ltd,,False,8,FAIL,5171.0,39955.0,39.0,1.17,15.6,15.1,,0.88,45.66,,12.2,33.4,128.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.6(need >20.0) | ROCE%:15.1(need >20.0) | D/E:0.88(need <0.75)
JSWINFRA,JSW Infrastructure Ltd,,False,8,FAIL,275.0,57813.0,36.4,1.33,15.4,13.7,,0.63,83.61,,18.8,27.3,-40.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.4(need >20.0) | ROCE%:13.7(need >20.0) | FCF:-40.0(need>0)
J&KBANK,Jammu and Kashmir Bank Ltd,,False,8,FAIL,140.0,15456.0,6.55,0.25,15.4,5.84,,0.21,59.4,,12.0,26.0,-1428.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.4(need >20.0) | ROCE%:5.84(need >20.0) | FCF:-1428.0(need>0)
JINDALSAW,Jindal Saw Ltd,,False,8,FAIL,247.0,15802.0,16.1,0.6,8.2,10.4,,0.37,63.25,,0.1,27.0,824.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:8.2(need >20.0) | ROCE%:10.4(need >20.0) | SalesG3Y%:0.1(need >12.0)
