Symbol,Name,TopPick_Rank,Passed,Score,Grade,Price,MCap_Cr,PE,PEG,ROE_%,ROCE_%,OPM_%,DebtEquity,PromoterHold_%,Pledge_%,SalesGr3Y_%,ProfitGr3Y_%,FCF_Cr,SL,Target_1Y,Target_3Y,Target_5Y,52W_High,52W_Low,Dist_52H_%,Range_Pos_%,Tech_Signal,Momentum,Entry_Quality,FailReasons
RADICO,Radico Khaitan Ltd,,True,13,🔥 STRONG,3519.0,47125.0,76.4,1.91,20.3,24.2,,0.15,40.2,,24.5,40.0,477.0,2815.2,4398.8,6071.6,8797.5,,,,,N/A,N/A,❌ AVOID,
TRAVELFOOD,Travel Food Services Ltd,,True,13,🔥 STRONG,1225.0,16125.0,36.6,1.69,35.3,42.4,,0.17,86.19,,15.6,21.7,243.0,980.0,1531.2,1925.7,3062.5,,,,,N/A,N/A,❌ AVOID,
TRITURBINE,Triveni Turbine Ltd,,True,13,🔥 STRONG,742.0,23572.0,65.2,2.99,27.1,35.9,,0.02,55.84,,20.5,21.8,133.0,593.6,927.5,1113.0,1855.0,,,,,N/A,N/A,❌ AVOID,
ECLERX,eClerx Services Ltd,,True,13,🔥 STRONG,1508.0,14181.0,20.1,1.55,29.0,34.8,,0.15,54.53,,15.8,13.0,732.0,1206.4,1885.0,2262.0,3770.0,,,,,N/A,N/A,❌ AVOID,
3MINDIA,3M India Ltd,,True,12,✅ BUY,32810.0,36977.0,60.5,1.95,30.5,40.5,,0.01,75.0,,7.9,31.0,374.0,26248.0,41012.5,60920.0,82025.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:7.9(need >12.0)
ABSLAMC,Aditya Birla Sun Life AMC Ltd,,True,12,✅ BUY,1064.0,30768.0,31.5,1.77,25.2,32.2,,0.02,74.82,,11.0,17.8,717.0,851.2,1330.0,1596.0,2660.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:11.0(need >12.0)
ANTHEM,Anthem Biosciences Ltd,,True,12,✅ BUY,760.0,42800.0,70.3,4.56,22.3,30.4,,0.02,74.67,,26.2,15.4,142.0,608.0,950.0,1140.0,1900.0,,,,,N/A,N/A,❌ AVOID,
BEL,Bharat Electronics Ltd,,True,12,✅ BUY,411.0,300249.0,49.5,1.86,27.6,36.5,,0.0,51.14,,15.9,26.6,3271.0,328.8,513.8,709.1,1027.5,,,,,N/A,N/A,❌ AVOID,MCap:300249.0(₹200-100000cr)
CAPLIPOINT,Caplin Point Laboratories Ltd,,True,12,✅ BUY,2024.0,15389.0,24.0,1.21,20.6,24.6,,0.0,70.57,,14.2,19.9,-59.0,1619.2,2530.0,3072.1,5060.0,,,,,N/A,N/A,❌ AVOID,FCF:-59.0(need>0)
COLPAL,Colgate-Palmolive (India) Ltd,2,True,12,✅ BUY,2060.0,56026.0,130.0,3.0,158.0,179.0,,0.02,51.0,,14.9,43.4,433.0,1648.0,2575.0,3090.0,5150.0,,,,,N/A,N/A,❌ AVOID,
CUMMINSIND,Cummins India Ltd,,True,12,✅ BUY,5881.0,163021.0,67.2,2.75,30.2,39.5,,0.0,51.0,,16.0,24.4,1749.0,4704.8,7351.2,8821.5,14702.5,,,,,N/A,N/A,❌ AVOID,MCap:163021.0(₹200-100000cr)
LALPATHLAB,Dr Lal Pathlabs Ltd,,True,12,✅ BUY,1607.0,26946.0,51.1,1.8,22.5,28.3,,0.08,53.21,,11.1,28.4,214.0,1285.6,2008.8,2868.3,4017.5,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:11.1(need >12.0)
EICHERMOT,Eicher Motors Ltd,,True,12,✅ BUY,7177.0,196875.0,35.4,1.49,24.0,30.5,,0.02,49.06,,17.5,23.7,1841.0,5741.6,8971.2,11724.7,17942.5,,,,,N/A,N/A,❌ AVOID,MCap:196875.0(₹200-100000cr)
EMCURE,Emcure Pharmaceuticals Ltd,,True,12,✅ BUY,1696.0,32154.0,34.0,1.82,20.1,24.0,,0.31,77.87,,15.4,18.7,-249.0,1356.8,2120.0,2544.0,4240.0,,,,,N/A,N/A,❌ AVOID,FCF:-249.0(need>0)
EMMVEE,Emmvee Photovoltaic Power Ltd,1,True,12,✅ BUY,325.0,22522.0,20.8,0.05,51.1,44.8,,0.1,80.03,,101.4,393.5,-104.0,260.0,406.2,844.6,1098.0,,,,,N/A,N/A,❌ AVOID,FCF:-104.0(need>0)
ENGINERSIN,Engineers India Ltd,,True,12,✅ BUY,232.0,13023.0,18.8,0.72,23.8,30.6,,0.01,51.32,,5.7,26.0,218.0,185.6,290.0,421.2,580.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:5.7(need >12.0)
GLAXO,Glaxosmithkline Pharmaceutical,10,True,12,✅ BUY,2210.0,37442.0,36.7,1.91,48.4,65.1,,0.01,75.0,,5.5,19.2,1300.0,1768.0,2762.5,3315.0,5525.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:5.5(need >12.0)
HDFCAMC,HDFC Asset Management Company ,,True,12,✅ BUY,2674.0,114635.0,40.1,1.53,32.9,42.9,,0.0,52.37,,18.5,26.2,1885.0,2139.2,3342.5,4580.1,6685.0,,,,,N/A,N/A,❌ AVOID,MCap:114635.0(₹200-100000cr)
JSWDULUX,JSW Dulux Ltd,15,True,12,✅ BUY,3152.0,14353.0,33.1,0.41,32.6,38.2,,0.03,61.2,,-1.8,80.6,897.0,2521.6,3940.0,8194.3,10652.6,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:-1.8(need >12.0)
LUPIN,Lupin Ltd,12,True,12,✅ BUY,2268.0,103683.0,18.0,0.14,29.1,30.3,,0.29,46.85,,18.9,128.6,3469.0,1814.4,2835.0,6551.0,8516.3,,,,,N/A,N/A,❌ AVOID,MCap:103683.0(₹200-100000cr)
MAZDOCK,Mazagon Dock Shipbuilders Ltd,,True,12,✅ BUY,2456.0,99090.0,38.4,1.2,29.2,36.0,,0.05,81.22,,18.4,32.1,-1682.0,1964.8,3070.0,4691.3,6140.0,,,,,N/A,N/A,❌ AVOID,FCF:-1682.0(need>0)
NATIONALUM,National Aluminium Company Ltd,14,True,12,✅ BUY,424.0,77956.0,13.4,0.23,29.4,39.6,,0.0,51.28,,7.8,59.3,2238.0,339.2,530.0,1645.0,2138.5,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:7.8(need >12.0)
OFSS,Oracle Financial Services Soft,,True,12,✅ BUY,9964.0,86751.0,32.9,2.44,32.6,45.3,,0.0,72.44,,10.4,13.5,3574.0,7971.2,12455.0,14946.0,24910.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:10.4(need >12.0)
POLYCAB,Polycab India Ltd,,True,12,✅ BUY,9478.0,142693.0,53.4,1.89,24.5,34.3,,0.02,61.5,,27.0,28.3,961.0,7582.4,11847.5,16884.6,23695.0,,,,,N/A,N/A,❌ AVOID,MCap:142693.0(₹200-100000cr)
UNITDSPR,United Spirits Ltd,,True,12,✅ BUY,1270.0,92374.0,50.6,2.86,21.4,27.5,,0.05,56.68,,5.5,17.7,1031.0,1016.0,1587.5,1905.0,3175.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:5.5(need >12.0)
WAAREEENER,Waaree Energies Ltd,7,True,12,✅ BUY,3141.0,90346.0,23.0,0.23,32.8,38.8,,0.22,64.19,,57.8,98.0,-2326.0,2512.8,3926.2,8165.7,10615.4,,,,,N/A,N/A,❌ AVOID,FCF:-2326.0(need>0)
ABB,ABB India Ltd,5,True,11,✅ BUY,7253.0,153697.0,101.0,0.57,22.4,29.9,,0.01,75.0,,19.8,176.4,1584.0,5802.4,9066.2,11200.7,18132.5,,,,,N/A,N/A,❌ AVOID,MCap:153697.0(₹200-100000cr)
CPPLUS,Aditya Infotech Ltd,,True,11,✅ BUY,2904.0,34218.0,93.0,1.84,25.4,29.6,,0.1,74.75,,22.7,50.5,0.0,2323.2,3630.0,4871.1,7260.0,,,,,N/A,N/A,❌ AVOID,FCF:0(need>0)
APARINDS,Apar Industries Ltd,,True,11,✅ BUY,13118.0,52701.0,52.6,3.44,20.2,31.1,,0.18,57.77,,16.9,15.3,0.0,10494.4,16397.5,19677.0,32795.0,,,,,N/A,N/A,❌ AVOID,FCF:0(need>0)
BAJAJ-AUTO,Bajaj Auto Ltd,,True,11,✅ BUY,10460.0,292355.0,27.1,1.33,29.1,28.2,,0.58,55.01,,19.9,20.4,-4437.0,8368.0,13075.0,16033.3,26150.0,,,,,N/A,N/A,❌ AVOID,FCF:-4437.0(need>0) | MCap:292355.0(₹200-100000cr)
BPCL,Bharat Petroleum Corporation L,,True,11,✅ BUY,298.0,129331.0,4.95,0.04,28.8,25.7,,0.54,52.98,,-1.3,129.7,24702.0,238.4,372.5,3129.9,4068.9,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:-1.3(need >12.0) | MCap:129331.0(₹200-100000cr)
BLUEJET,Blue Jet Healthcare Ltd,,True,11,✅ BUY,449.0,7795.0,55.3,,52.1,57.3,,0.16,79.81,,,,78.0,359.2,561.2,673.5,1122.5,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:N/A | ProfG3Y%:N/A
CHAMBLFERT,Chambal Fertilisers & Chemical,,True,11,✅ BUY,466.0,18686.0,9.57,0.41,20.4,25.5,,0.1,61.25,,-9.2,23.6,-344.0,372.8,582.5,1587.8,2064.1,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:-9.2(need >12.0) | FCF:-344.0(need>0)
CHENNPETRO,Chennai Petroleum Corporation ,,True,11,✅ BUY,1058.0,15758.0,5.08,,32.1,35.1,,0.18,67.29,,-5.9,-4.2,2015.0,846.4,1322.5,3784.0,4919.2,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:-5.9(need >12.0) | ProfG3Y%:-4.2(need >12.0)
GLENMARK,Glenmark Pharmaceuticals Ltd,,True,11,✅ BUY,2275.0,64198.0,21.8,1.96,30.5,39.8,,0.06,46.65,,13.6,11.1,0.0,1820.0,2843.8,3412.5,5687.5,,,,,N/A,N/A,❌ AVOID,ProfG3Y%:11.1(need >12.0) | FCF:0(need>0)
HEXT,Hexaware Technologies Ltd,,True,11,✅ BUY,508.0,31040.0,21.2,1.8,24.9,30.1,,0.11,74.3,,10.1,11.8,825.0,406.4,635.0,762.0,1270.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:10.1(need >12.0) | ProfG3Y%:11.8(need >12.0)
HAL,Hindustan Aeronautics Ltd,,True,11,✅ BUY,4304.0,287827.0,31.6,1.96,24.0,32.0,,0.0,71.64,,7.1,16.1,2569.0,3443.2,5380.0,6456.0,10760.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:7.1(need >12.0) | MCap:287827.0(₹200-100000cr)
IRCTC,Indian Railway Catering & Tour,,True,11,✅ BUY,510.0,40788.0,29.5,2.57,34.6,46.1,,0.02,62.4,,13.8,11.5,0.0,408.0,637.5,765.0,1275.0,,,,,N/A,N/A,❌ AVOID,ProfG3Y%:11.5(need >12.0) | FCF:0(need>0)
LICI,Life Insurance Corporation of ,,True,11,✅ BUY,411.0,520358.0,9.06,0.54,37.8,35.1,,0.0,96.5,,7.6,16.9,8497.0,328.8,513.8,1297.7,1687.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:7.6(need >12.0) | MCap:520358.0(₹200-100000cr)
NMDC,NMDC Ltd,,True,11,✅ BUY,88.0,77359.0,10.4,1.04,23.4,27.6,,0.19,60.79,,22.0,10.0,0.0,70.4,110.0,210.2,273.3,,,,,N/A,N/A,❌ AVOID,ProfG3Y%:10.0(need >12.0) | FCF:0(need>0)
PIDILITIND,Pidilite Industries Ltd,,True,11,✅ BUY,1483.0,150916.0,61.4,2.54,23.9,31.0,,0.04,69.32,,7.4,24.2,1604.0,1186.4,1853.8,2389.8,3707.5,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:7.4(need >12.0) | MCap:150916.0(₹200-100000cr)
TATAELXSI,Tata Elxsi Ltd,16,True,11,✅ BUY,4285.0,26697.0,262.0,6.12,39.3,60.0,,0.0,43.9,,16.4,42.8,114.0,3428.0,5356.2,6427.5,10712.5,,,,,N/A,N/A,❌ AVOID,
TENNIND,Tenneco Clean Air India Ltd,,True,11,✅ BUY,588.0,23744.0,42.0,,42.6,57.3,,0.03,74.79,,,,535.0,470.4,735.0,882.0,1470.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:N/A | ProfG3Y%:N/A
ZYDUSLIFE,Zydus Lifesciences Ltd,,True,11,✅ BUY,1078.0,108442.0,20.0,0.57,21.2,21.2,,0.46,75.0,,16.3,34.8,-6179.0,862.4,1347.5,2161.5,2810.0,,,,,N/A,N/A,❌ AVOID,FCF:-6179.0(need>0) | MCap:108442.0(₹200-100000cr)
CRISIL,CRISIL Ltd,,True,10,✅ BUY,3948.0,28875.0,34.4,4.1,24.5,32.6,,0.1,66.64,,7.4,8.4,489.0,3158.4,4935.0,5922.0,9870.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:7.4(need >12.0) | ProfG3Y%:8.4(need >12.0)
COALINDIA,Coal India Ltd,,True,10,✅ BUY,458.0,282191.0,9.08,,28.5,35.3,,0.12,63.13,,6.8,-0.7,9260.0,366.4,572.5,993.0,1290.9,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:6.8(need >12.0) | ProfG3Y%:-0.7(need >12.0) | MCap:282191.0(₹200-100000cr)
EMAMILTD,Emami Ltd,,True,10,✅ BUY,399.0,17421.0,22.2,3.04,27.9,29.6,,0.06,54.84,,3.5,7.3,620.0,319.2,498.8,598.5,997.5,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:3.5(need >12.0) | ProfG3Y%:7.3(need >12.0)
GABRIEL,Gabriel India Ltd,,True,10,✅ BUY,1100.0,15802.0,60.2,,20.6,26.1,,0.11,55.02,,,,0.0,880.0,1375.0,1650.0,2750.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:N/A | ProfG3Y%:N/A | FCF:0(need>0)
HINDUNILVR,Hindustan Unilever Ltd,,True,10,✅ BUY,2154.0,505984.0,46.3,3.28,22.3,28.4,,0.03,61.9,,2.1,14.1,7315.0,1723.2,2692.5,3231.0,5385.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:2.1(need >12.0) | MCap:505984.0(₹200-100000cr)
HINDZINC,Hindustan Zinc Ltd,,True,10,✅ BUY,633.0,267442.0,19.4,2.02,76.8,69.6,,0.39,60.71,,6.2,9.6,8102.0,506.4,791.2,949.5,1582.5,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:6.2(need >12.0) | ProfG3Y%:9.6(need >12.0) | MCap:267442.0(₹200-100000cr)
LTTS,L&T Technology Services Ltd,,True,10,✅ BUY,3432.0,36407.0,26.9,14.94,21.5,26.7,,0.09,73.57,,7.6,1.8,1012.0,2745.6,4290.0,5148.0,8580.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:7.6(need >12.0) | ProfG3Y%:1.8(need >12.0)
SCHAEFFLER,Schaeffler India Ltd,,True,10,✅ BUY,4129.0,64533.0,53.1,5.01,20.2,27.3,,0.01,74.13,,11.7,10.6,949.0,3303.2,5161.2,6193.5,10322.5,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:11.7(need >12.0) | ProfG3Y%:10.6(need >12.0)
TCS,Tata Consultancy Services Ltd,,True,10,✅ BUY,2259.0,817290.0,15.6,2.94,51.8,63.0,,0.11,71.77,,5.8,5.3,40208.0,1807.2,2823.8,3388.5,5647.5,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:5.8(need >12.0) | ProfG3Y%:5.3(need >12.0) | MCap:817290.0(₹200-100000cr)
ASIANPAINT,Asian Paints Ltd,,True,9,⚠️  WATCH,2672.0,256259.0,57.7,36.06,21.8,26.3,,0.18,52.63,,1.0,1.6,5754.0,2137.6,3340.0,4008.0,6680.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:1.0(need >12.0) | ProfG3Y%:1.6(need >12.0) | MCap:256259.0(₹200-100000cr)
BRITANNIA,Britannia Industries Ltd,,True,9,⚠️  WATCH,5204.0,125360.0,49.5,15.97,53.6,56.0,,0.27,50.55,,5.5,3.1,1855.0,4163.2,6505.0,7806.0,13010.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:5.5(need >12.0) | ProfG3Y%:3.1(need >12.0) | MCap:125360.0(₹200-100000cr)
HCLTECH,HCL Technologies Ltd,,True,9,⚠️  WATCH,1184.0,321244.0,18.5,4.74,24.0,30.6,,0.07,60.86,,8.7,3.9,18502.0,947.2,1480.0,1776.0,2960.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:8.7(need >12.0) | ProfG3Y%:3.9(need >12.0) | MCap:321244.0(₹200-100000cr)
HYUNDAI,Hyundai Motor India Ltd,,True,9,⚠️  WATCH,1924.0,156333.0,28.8,5.88,29.9,38.4,,0.05,82.5,,5.5,4.9,5380.0,1539.2,2405.0,2886.0,4810.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:5.5(need >12.0) | ProfG3Y%:4.9(need >12.0) | MCap:156333.0(₹200-100000cr)
LTM,LTM Ltd,,True,9,⚠️  WATCH,4062.0,120476.0,22.3,5.31,23.1,29.6,,0.1,68.52,,8.4,4.2,3195.0,3249.6,5077.5,6093.0,10155.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:8.4(need >12.0) | ProfG3Y%:4.2(need >12.0) | MCap:120476.0(₹200-100000cr)
MARICO,Marico Ltd,,True,9,⚠️  WATCH,822.0,106683.0,60.6,5.46,43.0,47.2,,0.13,58.93,,11.7,11.1,1362.0,657.6,1027.5,1233.0,2055.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:11.7(need >12.0) | ProfG3Y%:11.1(need >12.0) | MCap:106683.0(₹200-100000cr)
NESTLEIND,Nestle India Ltd,,True,9,⚠️  WATCH,1422.0,274110.0,80.5,15.19,74.3,85.4,,0.09,62.76,,6.6,5.3,4424.0,1137.6,1777.5,2133.0,3555.0,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:6.6(need >12.0) | ProfG3Y%:5.3(need >12.0) | MCap:274110.0(₹200-100000cr)
SOLARINDS,Solar Industries India Ltd,,True,9,⚠️  WATCH,18247.0,165117.0,98.4,3.4,31.5,36.8,,0.24,73.15,,12.5,28.9,-543.0,14597.6,22808.8,27370.5,45617.5,,,,,N/A,N/A,❌ AVOID,FCF:-543.0(need>0) | MCap:165117.0(₹200-100000cr)
CGPOWER,CG Power & Industrial Solution,,True,8,⚠️  WATCH,917.0,144494.0,118.0,15.53,20.8,27.0,,0.01,56.36,,21.2,7.6,-2903.0,733.6,1146.2,1375.5,2292.5,,,,,N/A,N/A,❌ AVOID,ProfG3Y%:7.6(need >12.0) | FCF:-2903.0(need>0) | MCap:144494.0(₹200-100000cr)
APLAPOLLO,APL Apollo Tubes Ltd,,False,12,FAIL,1831.0,50842.0,42.3,1.82,25.3,31.6,,0.09,28.25,,12.6,23.3,709.0,,,,,,,,,N/A,N/A,❌ AVOID,Prom%:28.25(need >40.0)
ACUTAAS,Acutaas Chemicals Ltd,,False,12,FAIL,3132.0,25646.0,72.0,1.15,24.0,31.6,,0.02,32.66,,29.5,62.5,26.0,,,,,,,,,N/A,N/A,❌ AVOID,Prom%:32.66(need >40.0)
COFORGE,Coforge Ltd,,False,12,FAIL,1422.0,61137.0,37.2,1.13,20.6,23.5,,0.08,0.0,,27.0,32.8,1357.0,,,,,,,,,N/A,N/A,❌ AVOID,Prom%:0.0(need >40.0)
CAMS,Computer Age Management Servic,,False,12,FAIL,792.0,19628.0,41.2,2.25,39.0,49.0,,0.05,0.0,,16.0,18.3,314.0,,,,,,,,,N/A,N/A,❌ AVOID,Prom%:0.0(need >40.0)
DIXON,Dixon Technologies (India) Ltd,,False,12,FAIL,11524.0,70395.0,48.9,0.57,37.4,42.0,,0.21,28.69,,58.9,86.1,531.0,,,,,,,,,N/A,N/A,❌ AVOID,Prom%:28.69(need >40.0)
IEX,Indian Energy Exchange Ltd,,False,12,FAIL,128.0,11441.0,23.2,1.35,39.4,51.4,,0.01,,,15.4,17.2,202.0,,,,,,,,,N/A,N/A,❌ AVOID,Prom%:N/A
KPITTECH,KPIT Technologies Ltd,,False,12,FAIL,772.0,21163.0,31.3,1.73,21.0,26.3,,0.24,39.41,,24.3,18.1,9.0,,,,,,,,,N/A,N/A,❌ AVOID,Prom%:39.41(need >40.0)
KALYANKJIL,Kalyan Jewellers India Ltd,,False,12,FAIL,355.0,36667.0,26.6,0.58,24.8,20.5,,0.97,62.86,,36.4,46.2,1200.0,,,,,,,,,N/A,N/A,❌ AVOID,D/E:0.97(need <0.75)
KFINTECH,KFin Technologies Ltd,,False,12,FAIL,858.0,14806.0,42.0,2.04,22.9,30.5,,0.03,22.86,,21.8,20.6,167.0,,,,,,,,,N/A,N/A,❌ AVOID,Prom%:22.86(need >40.0)
MCX,Multi Commodity Exchange of In,,False,12,FAIL,2954.0,75337.0,56.6,0.53,56.3,71.4,,0.0,,,64.8,107.5,636.0,,,,,,,,,N/A,N/A,❌ AVOID,Prom%:N/A
PERSISTENT,Persistent Systems Ltd,,False,12,FAIL,5194.0,81940.0,42.4,1.6,27.3,34.4,,0.06,30.29,,20.9,26.5,1157.0,,,,,,,,,N/A,N/A,❌ AVOID,Prom%:30.29(need >40.0)
BSE,BSE Ltd,,False,11,FAIL,4146.0,168870.0,68.0,0.53,44.8,58.0,,0.0,,,73.5,129.4,364.0,,,,,,,,,N/A,N/A,❌ AVOID,Prom%:N/A | MCap:168870.0(₹200-100000cr)
CDSL,Central Depository Services (I,,False,11,FAIL,1245.0,26012.0,57.0,3.15,24.5,32.0,,0.0,15.0,,27.3,18.1,282.0,,,,,,,,,N/A,N/A,❌ AVOID,Prom%:15.0(need >40.0)
ELECON,Elecon Engineering Company Ltd,,False,11,FAIL,510.0,11444.0,32.0,2.52,16.6,21.0,,0.12,59.28,,15.6,12.7,94.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.6(need >20.0)
HEROMOTOCO,Hero MotoCorp Ltd,,False,11,FAIL,4903.0,98106.0,16.8,0.62,28.5,35.8,,0.04,34.73,,11.5,27.3,3837.0,,,,,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:11.5(need >12.0) | Prom%:34.73(need >40.0)
HINDPETRO,Hindustan Petroleum Corporatio,,False,11,FAIL,394.0,83804.0,4.64,0.13,30.9,22.2,,0.85,54.9,,0.1,35.3,24707.0,,,,,,,,,N/A,N/A,❌ AVOID,SalesG3Y%:0.1(need >12.0) | D/E:0.85(need <0.75)
JAINREC,Jain Resource Recycling Ltd,,False,11,FAIL,374.0,12891.0,36.6,0.66,30.8,25.5,,0.82,73.59,,46.0,55.7,-700.0,,,,,,,,,N/A,N/A,❌ AVOID,D/E:0.82(need <0.75) | FCF:-700.0(need>0)
NAVINFLUOR,Navin Fluorine International L,,False,11,FAIL,7129.0,36569.0,54.7,2.6,20.3,21.4,,0.32,27.1,,16.9,21.0,-341.0,,,,,,,,,N/A,N/A,❌ AVOID,Prom%:27.1(need >40.0) | FCF:-341.0(need>0)
