symbol,event_date,ann_time,subject,data_type,swing_pct,normal_avg_pct,is_dangerous,gap_pct
DRREDDY,2026-01-21,17:03,Outcome of Board Meeting,daily_only,,,True,3.267
DRREDDY,2026-05-12,16:39,Outcome of Board Meeting,intraday_5min,1.021,0.286,True,-1.921
CIPLA,2025-05-13,13:41,Outcome of Board Meeting,daily_only,,,True,-1.651
CIPLA,2025-07-25,13:18,Outcome of Board Meeting,daily_only,,,False,0.568
CIPLA,2025-10-30,12:51,Outcome of Board Meeting,daily_only,,,True,-1.948
CIPLA,2026-01-23,13:27,Outcome of Board Meeting,daily_only,,,,
CIPLA,2026-03-19,17:28,Outcome of Board Meeting,daily_only,,,False,0.872
CIPLA,2026-05-13,12:36,Outcome of Board Meeting,intraday_5min,6.082,0.647,True,2.606
DIVISLAB,2025-08-06,11:51,Outcome of Board Meeting,daily_only,,,False,0.269
DIVISLAB,2025-11-07,12:06,Outcome of Board Meeting,daily_only,,,False,0.653
DIVISLAB,2026-02-11,12:38,Outcome of Board Meeting,daily_only,,,False,0.963
DIVISLAB,2026-05-25,08:46,Outcome of Board Meeting,intraday_5min,3.778,0.377,True,-0.022
AUROPHARMA,2025-05-26,19:32,Outcome of Board Meeting,daily_only,,,False,-0.677
AUROPHARMA,2025-08-04,19:23,Outcome of Board Meeting,daily_only,,,True,-1.587
AUROPHARMA,2025-11-05,19:55,Outcome of Board Meeting,daily_only,,,,
AUROPHARMA,2026-02-09,19:19,Outcome of Board Meeting,daily_only,,,False,0.357
AUROPHARMA,2026-04-06,08:29,Outcome of Board Meeting,daily_only,,,False,0.343
AUROPHARMA,2026-05-21,19:40,Outcome of Board Meeting,intraday_5min,0.53,0.246,True,-1.726
LUPIN,2025-05-14,22:25,Outcome of Board Meeting,daily_only,,,False,1.381
LUPIN,2025-08-05,20:37,Outcome of Board Meeting,daily_only,,,True,2.333
LUPIN,2025-11-06,18:34,Outcome of Board Meeting,daily_only,,,False,1.457
LUPIN,2026-02-12,21:19,Outcome of Board Meeting,daily_only,,,False,-0.05
LUPIN,2026-05-07,20:58,Outcome of Board Meeting,intraday_5min,0.94,0.314,False,-1.427
MANKIND,2025-05-21,17:57,Outcome of Board Meeting,daily_only,,,True,-3.216
MANKIND,2025-07-31,17:05,Outcome of Board Meeting,daily_only,,,False,0.097
MANKIND,2025-11-06,16:44,Outcome of Board Meeting,daily_only,,,True,-2.559
MANKIND,2026-02-03,16:13,Outcome of Board Meeting,daily_only,,,True,1.683
MANKIND,2026-04-13,15:23,Outcome of Board Meeting,intraday_5min,0.289,0.238,False,
MANKIND,2026-05-19,19:13,Outcome of Board Meeting,intraday_5min,2.284,0.288,True,0.337
APOLLOHOSP,2025-05-30,18:15,Outcome of Board Meeting,daily_only,,,False,0.923
APOLLOHOSP,2025-08-12,18:54,Outcome of Board Meeting,daily_only,,,True,2.301
APOLLOHOSP,2025-08-14,17:19,Outcome of Board Meeting,daily_only,,,,
APOLLOHOSP,2025-09-12,19:10,Outcome of Board Meeting,daily_only,,,False,0.324
APOLLOHOSP,2025-11-06,17:56,Outcome of Board Meeting,daily_only,,,False,0.09
APOLLOHOSP,2026-02-10,17:50,Outcome of Board Meeting,daily_only,,,True,2.577
APOLLOHOSP,2026-04-02,18:11,Outcome of Board Meeting,daily_only,,,,
APOLLOHOSP,2026-05-20,17:54,Outcome of Board Meeting,intraday_5min,1.128,0.245,False,1.485
MAXHEALTH,2025-05-20,14:43,Outcome of Board Meeting,daily_only,,,False,0.618
MAXHEALTH,2025-08-13,12:16,Outcome of Board Meeting,daily_only,,,False,0.623
MAXHEALTH,2025-11-14,20:33,Outcome of Board Meeting,daily_only,,,False,0.172
MAXHEALTH,2025-12-18,11:01,Outcome of Board Meeting,daily_only,,,True,1.717
MAXHEALTH,2026-02-05,13:37,Outcome of Board Meeting,daily_only,,,False,0.183
MAXHEALTH,2026-04-08,12:16,Outcome of Board Meeting,daily_only,,,False,0.037
MAXHEALTH,2026-05-21,16:25,Outcome of Board Meeting,intraday_5min,0.985,0.316,True,-2.094
FORTIS,2025-05-20,19:17,Outcome of Board Meeting,daily_only,,,False,-0.611
FORTIS,2025-08-06,20:53,Outcome of Board Meeting,daily_only,,,True,3.129
FORTIS,2025-11-11,20:20,Outcome of Board Meeting,daily_only,,,True,1.743
FORTIS,2026-02-13,18:49,Outcome of Board Meeting,daily_only,,,False,-0.005
FORTIS,2026-05-22,20:05,Outcome of Board Meeting,intraday_5min,0.454,0.286,False,0.895
ZYDUSLIFE,2025-05-20,13:04,Outcome of Board Meeting,daily_only,,,False,-0.487
ZYDUSLIFE,2025-08-12,13:00,Outcome of Board Meeting,daily_only,,,False,0.0
ZYDUSLIFE,2025-11-06,13:03,Outcome of Board Meeting,daily_only,,,False,0.187
ZYDUSLIFE,2026-02-09,13:20,Outcome of Board Meeting,daily_only,,,False,-0.374
ZYDUSLIFE,2026-05-19,14:09,Outcome of Board Meeting,intraday_5min,3.564,0.387,True,4.637
HINDUNILVR,2025-07-10,18:32,Outcome of Board Meeting,daily_only,,,True,3.803
HINDUNILVR,2025-07-31,09:46,Outcome of Board Meeting,daily_only,,,False,1.142
HINDUNILVR,2025-08-21,18:18,Outcome of Board Meeting,daily_only,,,False,-0.038
HINDUNILVR,2025-10-23,11:01,Outcome of Board Meeting,daily_only,,,False,-0.677
HINDUNILVR,2025-11-18,17:46,Outcome of Board Meeting,daily_only,,,False,0.333
HINDUNILVR,2026-02-12,10:18,Outcome of Board Meeting,daily_only,,,False,-0.403
HINDUNILVR,2026-02-18,19:11,Outcome of Board Meeting,daily_only,,,False,0.538
HINDUNILVR,2026-04-30,10:28,Outcome of Board Meeting,intraday_5min,5.983,0.474,True,
ITC,2025-05-22,16:51,Outcome of Board Meeting,daily_only,,,True,1.858
ITC,2025-08-01,17:20,Outcome of Board Meeting,daily_only,,,False,0.894
ITC,2025-10-30,16:26,Outcome of Board Meeting,daily_only,,,False,0.426
ITC,2026-01-29,18:37,Outcome of Board Meeting,daily_only,,,False,0.066
ITC,2026-05-21,15:22,Outcome of Board Meeting,intraday_5min,1.787,0.195,True,-0.7
NESTLEIND,2025-07-24,11:30,Outcome of Board Meeting,daily_only,,,False,-0.31
NESTLEIND,2025-10-16,11:49,Outcome of Board Meeting,daily_only,,,False,-0.995
NESTLEIND,2026-01-30,13:50,Outcome of Board Meeting,daily_only,,,False,-0.931
NESTLEIND,2026-04-21,14:15,Outcome of Board Meeting,intraday_5min,5.251,0.409,True,0.804
BRITANNIA,2025-05-08,21:20,Outcome of Board Meeting,daily_only,,,False,-0.306
BRITANNIA,2025-08-05,18:12,Outcome of Board Meeting,daily_only,,,False,-0.639
BRITANNIA,2025-11-05,19:37,Outcome of Board Meeting,daily_only,,,,
BRITANNIA,2026-02-10,18:47,Outcome of Board Meeting,daily_only,,,True,2.154
BRITANNIA,2026-03-31,18:59,Outcome of Board Meeting,daily_only,,,,
BRITANNIA,2026-05-07,20:46,Outcome of Board Meeting,intraday_5min,2.102,0.262,True,-3.096
DABUR,2025-05-07,15:54,Outcome of Board Meeting,daily_only,,,True,-2.52
DABUR,2025-07-31,15:00,Outcome of Board Meeting,daily_only,,,False,0.756
DABUR,2025-10-30,16:14,Outcome of Board Meeting,daily_only,,,False,0.269
DABUR,2026-01-29,16:52,Outcome of Board Meeting,daily_only,,,False,0.333
DABUR,2026-05-07,16:34,Outcome of Board Meeting,intraday_5min,0.87,0.251,True,3.191
GODREJCP,2025-05-06,18:53,Outcome of Board Meeting,daily_only,,,False,-1.375
GODREJCP,2025-08-07,15:51,Outcome of Board Meeting,daily_only,,,False,-0.393
GODREJCP,2025-10-31,17:56,Outcome of Board Meeting,daily_only,,,True,2.628
GODREJCP,2026-01-23,15:47,Outcome of Board Meeting,daily_only,,,,
GODREJCP,2026-05-06,16:19,Outcome of Board Meeting,intraday_5min,0.594,0.255,True,-2.687
MARICO,2025-08-04,13:59,Outcome of Board Meeting,daily_only,,,False,0.933
MARICO,2025-11-14,12:49,Outcome of Board Meeting,daily_only,,,True,2.004
MARICO,2026-01-27,15:46,Outcome of Board Meeting,daily_only,,,False,1.099
MARICO,2026-05-05,13:51,Outcome of Board Meeting,intraday_5min,4.13,0.43,True,2.354
TATACONSUM,2025-07-23,17:10,Outcome of Board Meeting,daily_only,,,True,2.014
TATACONSUM,2025-11-03,12:47,Outcome of Board Meeting,daily_only,,,False,0.192
TATACONSUM,2026-01-27,13:13,Outcome of Board Meeting,daily_only,,,False,0.219
TATACONSUM,2026-03-06,15:11,Outcome of Board Meeting,daily_only,,,True,-2.686
TATACONSUM,2026-05-08,16:54,Outcome of Board Meeting,intraday_5min,0.823,0.344,True,2.211
COLPAL,2025-05-21,17:32,Outcome of Board Meeting,daily_only,,,True,-2.264
COLPAL,2025-07-22,13:02,Outcome of Board Meeting,daily_only,,,False,-1.24
COLPAL,2025-10-23,15:38,Outcome of Board Meeting,daily_only,,,True,-1.832
COLPAL,2025-11-26,10:09,Outcome of Board Meeting,daily_only,,,False,0.0
COLPAL,2026-01-29,18:50,Outcome of Board Meeting,daily_only,,,False,-1.406
COLPAL,2026-05-22,16:53,Outcome of Board Meeting,intraday_5min,0.445,0.244,False,1.335
VBL,2025-07-29,11:54,Outcome of Board Meeting,daily_only,,,False,0.556
VBL,2025-10-29,11:56,Outcome of Board Meeting,daily_only,,,False,-0.091
VBL,2026-02-03,12:05,Outcome of Board Meeting,daily_only,,,False,0.643
VBL,2026-04-27,12:00,Outcome of Board Meeting,intraday_5min,4.187,0.669,True,0.511
UNITDSPR,2025-05-20,18:49,Outcome of Board Meeting,daily_only,,,False,0.861
UNITDSPR,2025-06-23,18:34,Clarification - Financial Results,daily_only,,,False,0.711
UNITDSPR,2025-06-27,14:56,Reply to Clarification- Financial results,daily_only,,,False,-1.068
UNITDSPR,2025-08-13,19:18,Outcome of Board Meeting,daily_only,,,False,0.98
UNITDSPR,2025-10-30,18:18,Outcome of Board Meeting,daily_only,,,True,4.331
UNITDSPR,2026-01-20,19:11,Outcome of Board Meeting,daily_only,,,True,-2.548
UNITDSPR,2026-05-14,18:17,Outcome of Board Meeting,intraday_5min,0.556,0.21,False,1.297
LT,2025-05-08,17:16,Outcome of Board Meeting,daily_only,,,False,0.214
LT,2025-05-09,11:26,Outcome of Board Meeting,daily_only,,,True,2.006
LT,2025-07-29,17:15,Outcome of Board Meeting,daily_only,,,True,3.616
LT,2025-10-29,17:12,Outcome of Board Meeting,daily_only,,,False,0.553
LT,2026-01-28,17:35,Outcome of Board Meeting,daily_only,,,True,1.74
LT,2026-05-05,17:09,Outcome of Board Meeting,intraday_5min,0.792,0.241,True,-1.985
ABB,2025-05-09,18:08,Outcome of Board Meeting,daily_only,,,False,1.369
ABB,2025-11-06,16:42,Outcome of Board Meeting,daily_only,,,True,-2.467
ABB,2026-02-04,11:45,Clarification - Financial Results,daily_only,,,False,-0.087
ABB,2026-02-19,17:12,Outcome of Board Meeting,daily_only,,,False,0.096
ABB,2026-05-08,17:19,Outcome of Board Meeting,intraday_5min,0.83,0.303,True,-4.998
SIEMENS,2025-05-13,15:29,Outcome of Board Meeting,daily_only,,,False,0.045
SIEMENS,2025-08-08,20:55,Outcome of Board Meeting,daily_only,,,False,-0.389
SIEMENS,2025-11-14,16:06,Outcome of Board Meeting,daily_only,,,False,0.298
SIEMENS,2026-02-06,13:58,Outcome of Board Meeting,daily_only,,,True,-1.924
SIEMENS,2026-05-26,17:18,Outcome of Board Meeting,intraday_5min,0.78,0.352,True,-2.923
BHEL,2025-05-16,14:24,Outcome of Board Meeting,daily_only,,,False,1.055
BHEL,2025-08-06,18:19,Outcome of Board Meeting,daily_only,,,True,-3.327
BHEL,2025-09-25,18:04,Outcome of Board Meeting,daily_only,,,False,-0.52
BHEL,2025-10-29,17:00,Outcome of Board Meeting,daily_only,,,True,3.509
BHEL,2026-01-19,11:40,Outcome of Board Meeting,daily_only,,,False,-0.228
BHEL,2026-03-19,14:59,Outcome of Board Meeting,daily_only,,,False,0.914
BHEL,2026-05-04,11:24,Outcome of Board Meeting,intraday_5min,9.701,0.733,True,0.756
HAVELLS,2025-07-21,15:56,Outcome of Board Meeting,daily_only,,,True,1.528
HAVELLS,2025-10-17,15:54,Outcome of Board Meeting,daily_only,,,False,-0.771
HAVELLS,2026-01-19,16:31,Outcome of Board Meeting,daily_only,,,False,-1.458
HAVELLS,2026-04-22,14:34,Outcome of Board Meeting,intraday_5min,6.125,0.427,True,-4.011
POLYCAB,2025-05-06,12:41,Outcome of Board Meeting,daily_only,,,False,-0.11
POLYCAB,2025-07-17,14:49,Outcome of Board Meeting,daily_only,,,True,1.539
POLYCAB,2025-10-17,13:34,Outcome of Board Meeting,daily_only,,,False,1.216
POLYCAB,2026-01-16,15:13,Outcome of Board Meeting,daily_only,,,False,0.857
POLYCAB,2026-05-06,14:33,Outcome of Board Meeting,intraday_5min,1.872,0.318,True,0.992
CGPOWER,2025-05-06,14:39,Outcome of Board Meeting,daily_only,,,True,-3.417
CGPOWER,2025-07-24,14:17,Outcome of Board Meeting,daily_only,,,False,0.103
CGPOWER,2025-10-29,14:40,Outcome of Board Meeting,daily_only,,,False,0.721
CGPOWER,2026-01-27,14:44,Outcome of Board Meeting,daily_only,,,False,0.857
CGPOWER,2026-05-06,14:30,Outcome of Board Meeting,intraday_5min,3.021,0.528,True,1.52
DIXON,2025-05-20,15:49,Outcome of Board Meeting,daily_only,,,False,0.006
DIXON,2025-07-22,16:07,Outcome of Board Meeting,daily_only,,,True,2.036
DIXON,2025-09-08,23:33,Clarification - Financial Results,daily_only,,,False,0.35
DIXON,2025-09-11,12:40,Reply to Clarification- Financial results,daily_only,,,False,0.216
DIXON,2025-10-17,16:22,Outcome of Board Meeting,daily_only,,,False,0.0
DIXON,2026-01-29,16:16,Outcome of Board Meeting,daily_only,,,True,-2.293
DIXON,2026-05-12,15:54,Outcome of Board Meeting,intraday_5min,1.369,0.37,False,1.154
CONCOR,2025-05-22,20:21,Outcome of Board Meeting,daily_only,,,True,-2.431
CONCOR,2025-08-05,19:48,Outcome of Board Meeting,daily_only,,,False,0.708
CONCOR,2025-11-11,18:32,Outcome of Board Meeting,daily_only,,,False,1.358
CONCOR,2026-01-29,18:12,Outcome of Board Meeting,daily_only,,,True,-1.998
CONCOR,2026-05-25,19:32,Outcome of Board Meeting,intraday_5min,0.479,0.177,True,-4.15
NTPC,2025-07-29,19:20,Outcome of Board Meeting,daily_only,,,False,0.12
NTPC,2025-10-30,18:51,Outcome of Board Meeting,daily_only,,,False,-0.043
NTPC,2026-01-30,16:33,Outcome of Board Meeting,daily_only,,,False,0.0
POWERGRID,2025-05-19,19:45,Outcome of Board Meeting,daily_only,,,False,0.115
POWERGRID,2025-07-30,14:54,Outcome of Board Meeting,daily_only,,,False,-1.384
POWERGRID,2025-08-05,13:03,Outcome of Board Meeting,daily_only,,,False,0.559
POWERGRID,2025-11-03,18:19,Outcome of Board Meeting,daily_only,,,False,-1.215
POWERGRID,2025-11-17,14:59,Outcome of Board Meeting,daily_only,,,False,0.165
POWERGRID,2026-01-30,21:45,Outcome of Board Meeting,daily_only,,,False,0.799
POWERGRID,2026-03-09,20:26,Outcome of Board Meeting,daily_only,,,False,0.999
POWERGRID,2026-04-01,10:31,Outcome of Board Meeting,daily_only,,,False,-0.888
POWERGRID,2026-04-30,11:51,Outcome of Board Meeting,intraday_5min,0.395,0.218,False,
POWERGRID,2026-05-15,19:46,Outcome of Board Meeting,intraday_5min,0.767,0.247,True,-3.122
TATAPOWER,2025-05-14,16:36,Outcome of Board Meeting,daily_only,,,True,1.524
TATAPOWER,2025-08-01,16:09,Outcome of Board Meeting,daily_only,,,False,0.18
TATAPOWER,2025-11-11,17:24,Outcome of Board Meeting,daily_only,,,False,-1.416
TATAPOWER,2026-02-04,17:05,Outcome of Board Meeting,daily_only,,,True,-2.301
TATAPOWER,2026-05-12,16:44,Outcome of Board Meeting,intraday_5min,0.95,0.307,True,-6.549
ADANIPOWER,2025-08-01,12:44,Outcome of Board Meeting,daily_only,,,False,0.0
ADANIPOWER,2025-10-30,13:41,Outcome of Board Meeting,daily_only,,,False,-0.597
ADANIPOWER,2025-11-21,14:50,Outcome of Board Meeting,daily_only,,,False,0.59
ADANIPOWER,2026-01-29,13:57,Outcome of Board Meeting,daily_only,,,False,-0.657
ADANIPOWER,2026-04-29,15:34,Outcome of Board Meeting,intraday_5min,2.743,0.321,True,-1.085
PFC,2025-05-21,13:12,Outcome of Board Meeting,daily_only,,,False,0.073
PFC,2025-08-06,13:14,Outcome of Board Meeting,daily_only,,,False,0.253
PFC,2025-11-07,14:51,Outcome of Board Meeting,daily_only,,,False,-0.592
PFC,2026-02-05,13:51,Outcome of Board Meeting,daily_only,,,False,-0.506
PFC,2026-03-17,14:25,Outcome of Board Meeting,daily_only,,,False,0.694
PFC,2026-05-13,13:29,Outcome of Board Meeting,intraday_5min,2.95,0.439,True,0.841
RECLTD,2025-05-08,16:00,Outcome of Board Meeting,daily_only,,,True,-2.65
RECLTD,2025-06-04,15:56,Outcome of Board Meeting,daily_only,,,False,0.886
RECLTD,2025-07-24,15:36,Outcome of Board Meeting,daily_only,,,False,0.766
RECLTD,2025-10-17,19:19,Outcome of Board Meeting,daily_only,,,False,1.213
RECLTD,2026-01-29,16:21,Outcome of Board Meeting,daily_only,,,False,-0.733
RECLTD,2026-02-06,17:15,Outcome of Board Meeting,daily_only,,,False,0.403
RECLTD,2026-03-25,10:36,Outcome of Board Meeting,daily_only,,,False,-0.519
RECLTD,2026-04-15,18:24,Outcome of Board Meeting,intraday_5min,0.468,0.191,False,0.666
RECLTD,2026-04-28,15:19,Outcome of Board Meeting,intraday_5min,3.16,0.303,True,-2.062
JSWENERGY,2025-05-15,18:30,Outcome of Board Meeting,daily_only,,,False,0.533
JSWENERGY,2025-07-31,18:07,Outcome of Board Meeting,daily_only,,,True,2.903
JSWENERGY,2025-10-17,18:09,Outcome of Board Meeting,daily_only,,,False,-0.222
JSWENERGY,2025-12-12,14:28,Outcome of Board Meeting,daily_only,,,False,0.394
JSWENERGY,2026-01-23,18:37,Outcome of Board Meeting,daily_only,,,,
JSWENERGY,2026-05-11,15:49,Outcome of Board Meeting,intraday_5min,1.666,0.385,True,-3.036
JSWENERGY,2026-05-20,21:13,Outcome of Board Meeting,intraday_5min,0.41,0.26,False,1.471
JSWENERGY,2026-05-25,20:29,Outcome of Board Meeting,intraday_5min,0.883,0.21,False,0.512
BHARTIARTL,2025-05-13,17:30,Outcome of Board Meeting,daily_only,,,False,0.516
BHARTIARTL,2025-08-05,16:59,Outcome of Board Meeting,daily_only,,,False,-0.093
BHARTIARTL,2025-11-03,16:33,Outcome of Board Meeting,daily_only,,,True,1.591
BHARTIARTL,2026-02-05,16:16,Outcome of Board Meeting,daily_only,,,False,0.08
BHARTIARTL,2026-05-13,16:44,Outcome of Board Meeting,intraday_5min,0.938,0.257,True,1.721
TITAN,2025-05-08,22:47,Outcome of Board Meeting,daily_only,,,False,-0.068
TITAN,2025-08-07,17:10,Outcome of Board Meeting,daily_only,,,False,1.007
TITAN,2025-11-03,18:22,Outcome of Board Meeting,daily_only,,,False,0.0
TITAN,2026-02-10,17:04,Outcome of Board Meeting,daily_only,,,True,1.895
TITAN,2026-05-08,13:53,Outcome of Board Meeting,intraday_5min,8.685,0.421,True,-3.517
ASIANPAINT,2025-05-08,14:56,Outcome of Board Meeting,daily_only,,,True,-2.432
ASIANPAINT,2025-07-29,14:11,Outcome of Board Meeting,daily_only,,,False,0.312
ASIANPAINT,2025-11-12,15:05,Outcome of Board Meeting,daily_only,,,True,3.217
ASIANPAINT,2026-01-27,13:58,Outcome of Board Meeting,daily_only,,,True,-3.348
ASIANPAINT,2026-05-29,14:06,Outcome of Board Meeting,intraday_5min,4.36,0.485,True,2.283
PIDILITIND,2025-05-08,18:39,Outcome of Board Meeting,daily_only,,,False,-0.764
PIDILITIND,2025-08-06,14:30,Outcome of Board Meeting,daily_only,,,False,0.5
PIDILITIND,2025-10-30,18:50,Outcome of Board Meeting,daily_only,,,False,0.37
PIDILITIND,2026-02-03,18:15,Outcome of Board Meeting,daily_only,,,False,1.016
PIDILITIND,2026-05-07,19:42,Outcome of Board Meeting,intraday_5min,1.211,0.242,True,3.668
TRENT,2025-08-06,17:41,Outcome of Board Meeting,daily_only,,,False,-1.336
TRENT,2025-11-07,16:46,Outcome of Board Meeting,daily_only,,,False,-1.284
TRENT,2026-02-04,16:33,Outcome of Board Meeting,daily_only,,,False,-0.979
TRENT,2026-03-26,18:55,Outcome of Board Meeting,daily_only,,,,
TRENT,2026-04-22,15:55,Outcome of Board Meeting,intraday_5min,1.735,0.364,True,0.125
DMART,2025-07-11,18:27,Outcome of Board Meeting,daily_only,,,False,0.635
JUBLFOOD,2025-05-14,16:18,Outcome of Board Meeting,daily_only,,,False,1.47
JUBLFOOD,2025-08-13,15:49,Outcome of Board Meeting,daily_only,,,True,2.735
JUBLFOOD,2025-11-13,16:14,Outcome of Board Meeting,daily_only,,,True,5.484
JUBLFOOD,2026-02-10,16:19,Outcome of Board Meeting,daily_only,,,True,2.805
JUBLFOOD,2026-03-30,16:55,Outcome of Board Meeting,daily_only,,,True,3.214
JUBLFOOD,2026-05-20,15:55,Outcome of Board Meeting,intraday_5min,1.105,0.291,True,-4.92
INDIGO,2025-05-21,16:20,Outcome of Board Meeting,daily_only,,,False,0.064
INDIGO,2025-07-30,16:02,Outcome of Board Meeting,daily_only,,,True,-2.003
INDIGO,2025-11-04,16:00,Outcome of Board Meeting,daily_only,,,True,2.005
INDIGO,2026-01-22,16:10,Outcome of Board Meeting,daily_only,,,False,-0.631
INDIGO,2026-03-10,17:59,Outcome of Board Meeting,daily_only,,,False,-0.329
INDIGO,2026-03-23,19:19,Outcome of Board Meeting,daily_only,,,True,3.034
INDIGO,2026-03-31,15:19,Outcome of Board Meeting,daily_only,,,,
INDIGO,2026-05-29,16:12,Outcome of Board Meeting,intraday_5min,1.906,0.273,True,2.724
ULTRACEMCO,2025-07-21,13:50,Outcome of Board Meeting,daily_only,,,False,0.572
ULTRACEMCO,2026-04-27,14:26,Outcome of Board Meeting,intraday_5min,2.818,0.351,True,2.265
GRASIM,2025-05-22,19:58,Outcome of Board Meeting,daily_only,,,False,0.015
GRASIM,2025-08-08,14:13,Outcome of Board Meeting,daily_only,,,False,1.278
GRASIM,2025-11-05,13:54,Outcome of Board Meeting,daily_only,,,,
GRASIM,2026-02-10,17:50,Outcome of Board Meeting,daily_only,,,False,0.85
GRASIM,2026-05-20,14:37,Outcome of Board Meeting,intraday_5min,3.262,0.309,True,3.016
GRASIM,2026-06-08,18:20,Outcome of Board Meeting,intraday_5min,0.554,0.213,False,0.659
AMBUJACEM,2025-07-31,13:41,Outcome of Board Meeting,daily_only,,,False,0.363
AMBUJACEM,2025-11-03,13:16,Outcome of Board Meeting,daily_only,,,False,0.97
AMBUJACEM,2026-01-30,14:30,Outcome of Board Meeting,daily_only,,,False,0.167
AMBUJACEM,2026-05-04,14:06,Outcome of Board Meeting,intraday_5min,4.728,0.586,True,-1.415
ADANIENT,2025-07-31,14:38,Outcome of Board Meeting,daily_only,,,False,-0.233
ADANIENT,2025-10-08,12:48,Outcome of Board Meeting,daily_only,,,False,0.429
ADANIENT,2025-11-04,14:43,Outcome of Board Meeting,daily_only,,,False,0.217
ADANIENT,2025-11-11,21:34,Outcome of Board Meeting,daily_only,,,False,0.728
ADANIENT,2025-12-17,20:52,Outcome of Board Meeting,daily_only,,,False,0.175
ADANIENT,2026-02-03,14:41,Outcome of Board Meeting,daily_only,,,False,0.79
ADANIENT,2026-04-30,15:34,Outcome of Board Meeting,intraday_5min,1.251,0.365,False,
ADANIPORTS,2025-05-22,15:47,Outcome of Board Meeting,daily_only,,,False,0.853
ADANIPORTS,2025-08-05,13:42,Outcome of Board Meeting,daily_only,,,False,1.171
ADANIPORTS,2025-11-04,13:01,Outcome of Board Meeting,daily_only,,,False,0.533
ADANIPORTS,2026-02-03,13:17,Outcome of Board Meeting,daily_only,,,False,-0.059
ADANIPORTS,2026-04-30,13:43,Outcome of Board Meeting,intraday_5min,3.084,0.444,True,
DLF,2025-05-19,20:36,Outcome of Board Meeting,daily_only,,,True,4.386
DLF,2025-08-04,16:31,Outcome of Board Meeting,daily_only,,,False,0.271
DLF,2025-10-30,18:39,Outcome of Board Meeting,daily_only,,,True,-2.518
DLF,2026-01-22,17:42,Outcome of Board Meeting,daily_only,,,False,1.092
DLF,2026-05-13,18:54,Outcome of Board Meeting,intraday_5min,1.014,0.305,False,-0.357
GODREJPROP,2025-08-01,12:36,Outcome of Board Meeting,daily_only,,,False,-0.712
GODREJPROP,2025-11-06,12:04,Outcome of Board Meeting,daily_only,,,False,-0.005
GODREJPROP,2026-02-05,12:47,Outcome of Board Meeting,daily_only,,,False,0.308
GODREJPROP,2026-05-04,12:34,Outcome of Board Meeting,intraday_5min,4.495,0.514,True,1.063
LODHA,2025-06-20,16:27,Outcome of Board Meeting,daily_only,,,False,-0.364
LODHA,2025-08-11,19:08,Outcome of Board Meeting,daily_only,,,False,0.008
LODHA,2025-08-25,19:35,Outcome of Board Meeting,daily_only,,,False,0.063
LODHA,2025-10-30,18:55,Outcome of Board Meeting,daily_only,,,True,2.356
LODHA,2026-01-28,18:52,Outcome of Board Meeting,daily_only,,,False,-0.979
LODHA,2026-03-30,19:16,Outcome of Board Meeting,daily_only,,,True,2.216
LODHA,2026-04-24,20:05,Outcome of Board Meeting,intraday_5min,1.081,0.341,False,1.297
BSE,2025-05-06,18:51,Outcome of Board Meeting,daily_only,,,True,2.018
BSE,2025-08-07,18:18,Outcome of Board Meeting,daily_only,,,True,2.367
BSE,2025-11-11,18:02,Outcome of Board Meeting,daily_only,,,True,4.758
BSE,2025-12-17,18:33,Outcome of Board Meeting,daily_only,,,False,0.285
BSE,2026-02-09,18:40,Outcome of Board Meeting,daily_only,,,True,4.184
BSE,2026-05-07,17:36,Outcome of Board Meeting,intraday_5min,1.156,0.263,False,0.0
BSE,2026-06-02,17:31,Outcome of Board Meeting,intraday_5min,0.744,0.366,False,0.092
ETERNAL,2025-07-21,15:15,Outcome of Board Meeting,daily_only,,,True,7.84
ETERNAL,2025-10-16,14:51,Outcome of Board Meeting,daily_only,,,True,-2.257
ETERNAL,2026-01-21,15:50,Outcome of Board Meeting,daily_only,,,True,5.82
ETERNAL,2026-04-28,15:14,Outcome of Board Meeting,intraday_5min,6.054,0.396,True,4.042
HAL,2025-05-14,13:14,Outcome of Board Meeting,daily_only,,,False,1.195
HAL,2025-06-27,16:53,Outcome of Board Meeting,daily_only,,,False,0.247
HAL,2025-08-12,14:18,Outcome of Board Meeting,daily_only,,,False,0.671
HAL,2025-11-12,14:31,Outcome of Board Meeting,daily_only,,,False,-0.263
HAL,2026-02-12,13:19,Outcome of Board Meeting,daily_only,,,False,0.724
HAL,2026-05-14,12:45,Outcome of Board Meeting,intraday_5min,4.832,0.506,True,0.043
BEL,2025-05-19,18:20,Outcome of Board Meeting,daily_only,,,True,1.553
BEL,2025-07-28,15:01,Outcome of Board Meeting,daily_only,,,False,0.193
BEL,2025-10-31,13:01,Outcome of Board Meeting,daily_only,,,False,0.446
BEL,2026-01-28,14:05,Outcome of Board Meeting,daily_only,,,False,0.276
BEL,2026-05-19,15:23,Outcome of Board Meeting,intraday_5min,1.934,0.302,True,-1.572
COALINDIA,2025-05-07,16:45,Outcome of Board Meeting,daily_only,,,True,1.742
COALINDIA,2025-07-31,17:14,Outcome of Board Meeting,daily_only,,,False,-0.355
COALINDIA,2025-10-29,13:43,Outcome of Board Meeting,daily_only,,,False,0.255
COALINDIA,2026-02-12,18:53,Outcome of Board Meeting,daily_only,,,True,-1.634
