Symbol,Name,TopPick_Rank,Passed,Score,Grade,Price,MCap_Cr,PE,PEG,ROE_%,ROCE_%,OPM_%,DebtEquity,PromoterHold_%,Pledge_%,SalesGr3Y_%,ProfitGr3Y_%,FCF_Cr,SL,Target_1Y,Target_3Y,Target_5Y,52W_High,52W_Low,Dist_52H_%,Range_Pos_%,Tech_Signal,Momentum,Entry_Quality,FailReasons
LTF,L&T Finance Ltd,,False,6,FAIL,283.0,70816.0,23.6,0.95,11.2,8.4,,3.94,65.99,,11.9,24.8,-13822.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.2(need >20.0) | ROCE%:8.4(need >20.0) | SalesG3Y%:11.9(need >12.0) | D/E:3.94(need <0.75)
LICHSGFIN,LIC Housing Finance Ltd,,False,6,FAIL,544.0,29915.0,5.34,0.22,14.4,8.59,,6.7,45.24,,8.3,24.7,-6752.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.4(need >20.0) | ROCE%:8.59(need >20.0) | SalesG3Y%:8.3(need >12.0) | D/E:6.7(need <0.75)
LT,Larsen & Toubro Ltd,,False,6,FAIL,4038.0,555506.0,33.9,2.29,15.9,14.6,,1.15,,,16.0,14.8,5361.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.9(need >20.0) | ROCE%:14.6(need >20.0) | D/E:1.15(need <0.75) | Prom%:N/A
MMTC,MMTC Ltd,,False,6,FAIL,65.0,9765.0,86.2,,5.87,7.7,,0.02,89.93,,-90.5,-44.7,-85.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:5.87(need >20.0) | ROCE%:7.7(need >20.0) | SalesG3Y%:-90.5(need >12.0) | ProfG3Y%:-44.7(need >12.0)
M&MFIN,Mahindra & Mahindra Financial ,,False,6,FAIL,305.0,42408.0,14.4,1.26,12.3,8.72,,4.82,52.49,,17.9,11.4,-12002.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.3(need >20.0) | ROCE%:8.72(need >20.0) | ProfG3Y%:11.4(need >12.0) | D/E:4.82(need <0.75)
MRPL,Mangalore Refinery And Petroch,,False,6,FAIL,151.0,26515.0,13.8,,14.2,17.7,,1.08,88.58,,-6.7,-10.2,1153.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.2(need >20.0) | ROCE%:17.7(need >20.0) | SalesG3Y%:-6.7(need >12.0) | ProfG3Y%:-10.2(need >12.0)
MFSL,Max Financial Services Ltd,,False,6,FAIL,1726.0,59520.0,716.0,,1.57,2.95,,0.35,1.25,,14.9,-38.3,348.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:1.57(need >20.0) | ROCE%:2.95(need >20.0) | ProfG3Y%:-38.3(need >12.0) | Prom%:1.25(need >40.0)
MEESHO,Meesho Ltd,,False,6,FAIL,193.0,88767.0,,,-42.3,-35.6,,0.01,16.57,,30.1,,-3628.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-42.3(need >20.0) | ROCE%:-35.6(need >20.0) | ProfG3Y%:N/A | Prom%:16.57(need >40.0)
NLCINDIA,NLC India Ltd,,False,6,FAIL,343.0,47624.0,13.5,0.35,17.5,10.4,,1.3,72.2,,2.7,38.3,-2383.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.5(need >20.0) | ROCE%:10.4(need >20.0) | SalesG3Y%:2.7(need >12.0) | D/E:1.3(need <0.75)
NTPC,NTPC Ltd,,False,6,FAIL,390.0,377879.0,14.0,0.81,14.0,8.33,,1.33,51.1,,2.1,17.2,13324.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.0(need >20.0) | ROCE%:8.33(need >20.0) | SalesG3Y%:2.1(need >12.0) | D/E:1.33(need <0.75)
ONGC,Oil & Natural Gas Corpn Ltd,,False,6,FAIL,288.0,361683.0,8.68,0.58,11.7,14.2,,0.47,58.89,,1.6,15.0,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.7(need >20.0) | ROCE%:14.2(need >20.0) | SalesG3Y%:1.6(need >12.0) | FCF:0(need>0)
ONESOURCE,OneSource Specialty Pharma Ltd,,False,6,FAIL,1806.0,20672.0,,,-1.09,0.57,,0.26,30.48,,231.6,,-486.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-1.09(need >20.0) | ROCE%:0.57(need >20.0) | ProfG3Y%:N/A | Prom%:30.48(need >40.0)
POLICYBZR,PB Fintech Ltd,,False,6,FAIL,1789.0,82718.0,123.0,,9.75,10.3,,0.05,,,38.5,,255.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.75(need >20.0) | ROCE%:10.3(need >20.0) | ProfG3Y%:N/A | Prom%:N/A
PTCIL,PTC Industries Ltd,,False,6,FAIL,16531.0,24797.0,372.0,10.22,6.07,7.74,,0.13,59.72,,31.6,36.4,-488.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:6.07(need >20.0) | ROCE%:7.74(need >20.0) | FCF:-488.0(need>0)
PPLPHARMA,Piramal Pharma Ltd,,False,6,FAIL,179.0,23790.0,,,-3.58,2.69,,0.7,34.85,,7.8,-52.2,827.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-3.58(need >20.0) | ROCE%:2.69(need >20.0) | SalesG3Y%:7.8(need >12.0) | ProfG3Y%:-52.2(need >12.0)
POONAWALLA,Poonawalla Fincorp Ltd,,False,6,FAIL,397.0,34905.0,64.4,4.92,5.85,7.5,,4.68,59.03,,46.1,13.1,-23126.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:5.85(need >20.0) | ROCE%:7.5(need >20.0) | D/E:4.68(need <0.75) | FCF:-23126.0(need>0)
RBLBANK,RBL Bank Ltd,,False,6,FAIL,344.0,21296.0,24.2,,5.46,5.81,,1.01,,,14.0,-1.5,7353.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:5.46(need >20.0) | ROCE%:5.81(need >20.0) | ProfG3Y%:-1.5(need >12.0) | D/E:1.01(need <0.75)
RVNL,Rail Vikas Nigam Ltd,,False,6,FAIL,260.0,54139.0,61.9,,9.02,10.8,,0.49,72.84,,0.2,-13.4,-952.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.02(need >20.0) | ROCE%:10.8(need >20.0) | SalesG3Y%:0.2(need >12.0) | ProfG3Y%:-13.4(need >12.0)
RELIANCE,Reliance Industries Ltd,,False,6,FAIL,1356.0,1835619.0,22.7,2.55,9.25,10.5,,0.44,50.0,,6.5,8.9,91024.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.25(need >20.0) | ROCE%:10.5(need >20.0) | SalesG3Y%:6.5(need >12.0) | ProfG3Y%:8.9(need >12.0)
SJVN,SJVN Ltd,,False,6,FAIL,73.8,29010.0,45.2,,4.53,5.93,,2.03,81.85,,15.5,-22.1,-1621.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:4.53(need >20.0) | ROCE%:5.93(need >20.0) | ProfG3Y%:-22.1(need >12.0) | D/E:2.03(need <0.75)
SHREECEM,Shree Cement Ltd,,False,6,FAIL,25180.0,90827.0,52.1,4.61,7.78,10.5,,0.08,62.56,,5.5,11.3,54.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:7.78(need >20.0) | ROCE%:10.5(need >20.0) | SalesG3Y%:5.5(need >12.0) | ProfG3Y%:11.3(need >12.0)
SIGNATURE,SignatureGlobal India Ltd,,False,6,FAIL,803.0,11278.0,314.0,,2.79,2.6,,1.61,69.63,,18.7,,604.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:2.79(need >20.0) | ROCE%:2.6(need >20.0) | ProfG3Y%:N/A | D/E:1.61(need <0.75)
SONACOMS,Sona BLW Precision Forgings Lt,,False,6,FAIL,608.0,37845.0,55.8,3.32,11.8,14.8,,0.07,28.01,,18.5,16.8,-912.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.8(need >20.0) | ROCE%:14.8(need >20.0) | Prom%:28.01(need >40.0) | FCF:-912.0(need>0)
SWIGGY,Swiggy Ltd,,False,6,FAIL,254.0,70084.0,,,-29.0,-24.1,,0.14,,,40.8,,-7881.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-29.0(need >20.0) | ROCE%:-24.1(need >20.0) | ProfG3Y%:N/A | Prom%:N/A
TATACAP,Tata Capital Ltd,,False,6,FAIL,317.0,134497.0,27.6,1.5,12.3,8.58,,5.15,85.41,,32.3,18.4,-37698.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.3(need >20.0) | ROCE%:8.58(need >20.0) | D/E:5.15(need <0.75) | FCF:-37698.0(need>0)
TATACHEM,Tata Chemicals Ltd,,False,6,FAIL,784.0,19972.0,,,-0.92,3.64,,0.38,37.98,,-4.6,-34.9,460.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-0.92(need >20.0) | ROCE%:3.64(need >20.0) | SalesG3Y%:-4.6(need >12.0) | ProfG3Y%:-34.9(need >12.0)
TMPV,Tata Motors Passenger Vehicles,,False,6,FAIL,386.0,142090.0,22.3,0.1,5.58,2.73,,0.71,42.56,,-1.0,213.2,-11769.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:5.58(need >20.0) | ROCE%:2.73(need >20.0) | SalesG3Y%:-1.0(need >12.0) | FCF:-11769.0(need>0)
TEGA,Tega Industries Ltd,,False,6,FAIL,1589.0,11928.0,59.1,18.47,15.5,17.8,,0.21,67.51,,11.9,3.2,66.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.5(need >20.0) | ROCE%:17.8(need >20.0) | SalesG3Y%:11.9(need >12.0) | ProfG3Y%:3.2(need >12.0)
TEJASNET,Tejas Networks Ltd,,False,6,FAIL,501.0,8965.0,,,-26.8,-14.6,,1.43,53.4,,6.2,44.9,-629.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-26.8(need >20.0) | ROCE%:-14.6(need >20.0) | SalesG3Y%:6.2(need >12.0) | D/E:1.43(need <0.75)
NIACL,New India Assurance Company Lt,,False,6,FAIL,163.0,26839.0,19.0,1.81,4.44,3.87,,0.0,85.44,,6.7,10.5,-2697.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:4.44(need >20.0) | ROCE%:3.87(need >20.0) | SalesG3Y%:6.7(need >12.0) | ProfG3Y%:10.5(need >12.0)
THERMAX,Thermax Ltd,,False,6,FAIL,4436.0,52880.0,78.1,4.62,12.9,14.9,,0.42,61.99,,9.7,16.9,-45.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.9(need >20.0) | ROCE%:14.9(need >20.0) | SalesG3Y%:9.7(need >12.0) | FCF:-45.0(need>0)
TITAGARH,Titagarh Rail Systems Ltd,,False,6,FAIL,817.0,10991.0,60.2,4.7,11.8,16.6,,0.25,40.46,,6.1,12.8,-676.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.8(need >20.0) | ROCE%:16.6(need >20.0) | SalesG3Y%:6.1(need >12.0) | FCF:-676.0(need>0)
UNIONBANK,Union Bank of India,,False,6,FAIL,168.0,127848.0,6.58,0.21,15.7,6.3,,0.58,74.76,,9.6,31.7,-42873.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.7(need >20.0) | ROCE%:6.3(need >20.0) | SalesG3Y%:9.6(need >12.0) | FCF:-42873.0(need>0)
URBANCO,Urban Company Ltd,,False,6,FAIL,123.0,19070.0,,,-11.9,-7.75,,0.06,19.02,,34.7,,-377.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-11.9(need >20.0) | ROCE%:-7.75(need >20.0) | ProfG3Y%:N/A | Prom%:19.02(need >40.0)
VTL,Vardhman Textiles Ltd,,False,6,FAIL,599.0,17312.0,23.2,,7.3,8.86,,0.18,65.09,,-0.9,-2.2,-408.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:7.3(need >20.0) | ROCE%:8.86(need >20.0) | SalesG3Y%:-0.9(need >12.0) | ProfG3Y%:-2.2(need >12.0)
WELSPUNLIV,Welspun Living Ltd,,False,6,FAIL,139.0,13345.0,61.3,38.31,4.47,6.25,,0.47,66.24,,5.1,1.6,827.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:4.47(need >20.0) | ROCE%:6.25(need >20.0) | SalesG3Y%:5.1(need >12.0) | ProfG3Y%:1.6(need >12.0)
WOCKPHARMA,Wockhardt Ltd,,False,6,FAIL,1700.0,27597.0,97.2,,6.11,7.55,,0.45,49.09,,8.4,-21.6,149.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:6.11(need >20.0) | ROCE%:7.55(need >20.0) | SalesG3Y%:8.4(need >12.0) | ProfG3Y%:-21.6(need >12.0)
YESBANK,Yes Bank Ltd,,False,6,FAIL,22.8,71621.0,20.4,0.3,7.1,5.98,,1.28,0.0,,10.0,68.4,16246.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:7.1(need >20.0) | ROCE%:5.98(need >20.0) | SalesG3Y%:10.0(need >12.0) | D/E:1.28(need <0.75)
AARTIIND,Aarti Industries Ltd,,False,5,FAIL,491.0,17813.0,43.2,,7.13,6.85,,0.83,42.09,,7.8,-8.4,-366.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:7.13(need >20.0) | ROCE%:6.85(need >20.0) | SalesG3Y%:7.8(need >12.0) | ProfG3Y%:-8.4(need >12.0)
ADANIENSOL,Adani Energy Solutions Ltd,,False,5,FAIL,1463.0,175809.0,77.0,3.32,9.61,9.71,,1.93,72.72,,27.6,23.2,-3086.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.61(need >20.0) | ROCE%:9.71(need >20.0) | D/E:1.93(need <0.75) | FCF:-3086.0(need>0)
ADANIPOWER,Adani Power Ltd,,False,5,FAIL,245.0,471326.0,36.7,5.65,21.2,17.3,,0.84,74.96,,11.8,6.5,-5947.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:17.3(need >20.0) | SalesG3Y%:11.8(need >12.0) | ProfG3Y%:6.5(need >12.0) | D/E:0.84(need <0.75)
ABFRL,Aditya Birla Fashion & Retail ,,False,5,FAIL,64.9,7906.0,,,-11.7,-3.07,,1.06,46.61,,-13.0,,-106.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-11.7(need >20.0) | ROCE%:-3.07(need >20.0) | SalesG3Y%:-13.0(need >12.0) | ProfG3Y%:N/A
ARE&M,Amara Raja Energy & Mobility L,,False,5,FAIL,889.0,16277.0,23.0,3.29,9.15,12.3,,0.05,32.86,,10.0,7.0,194.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.15(need >20.0) | ROCE%:12.3(need >20.0) | SalesG3Y%:10.0(need >12.0) | ProfG3Y%:7.0(need >12.0)
ANURAS,Anupam Rasayan India Ltd,,False,5,FAIL,1370.0,15599.0,91.7,114.62,5.5,7.36,,0.56,59.07,,13.9,0.8,-486.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:5.5(need >20.0) | ROCE%:7.36(need >20.0) | ProfG3Y%:0.8(need >12.0) | FCF:-486.0(need>0)
ASAHIINDIA,Asahi India Glass Ltd,,False,5,FAIL,892.0,22725.0,72.5,,13.6,12.4,,0.77,51.58,,6.2,-5.7,-471.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:13.6(need >20.0) | ROCE%:12.4(need >20.0) | SalesG3Y%:6.2(need >12.0) | ProfG3Y%:-5.7(need >12.0)
AXISBANK,Axis Bank Ltd,,False,5,FAIL,1299.0,403877.0,15.3,0.44,13.2,6.24,,1.31,8.14,,14.9,34.5,-54554.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:13.2(need >20.0) | ROCE%:6.24(need >20.0) | D/E:1.31(need <0.75) | Prom%:8.14(need >40.0)
BALKRISIND,Balkrishna Industries Ltd,,False,5,FAIL,2203.0,42625.0,34.3,6.12,11.6,12.4,,0.38,58.3,,3.5,5.6,-274.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.6(need >20.0) | ROCE%:12.4(need >20.0) | SalesG3Y%:3.5(need >12.0) | ProfG3Y%:5.6(need >12.0)
BALRAMCHIN,Balrampur Chini Mills Ltd,,False,5,FAIL,530.0,10702.0,28.3,2.83,9.54,9.28,,0.77,42.86,,10.4,10.0,-348.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.54(need >20.0) | ROCE%:9.28(need >20.0) | SalesG3Y%:10.4(need >12.0) | ProfG3Y%:10.0(need >12.0)
CESC,CESC Ltd,,False,5,FAIL,183.0,24248.0,15.7,3.14,12.6,10.6,,1.73,52.11,,9.2,5.0,822.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.6(need >20.0) | ROCE%:10.6(need >20.0) | SalesG3Y%:9.2(need >12.0) | ProfG3Y%:5.0(need >12.0)
CIPLA,Cipla Ltd,,False,5,FAIL,1418.0,114538.0,28.1,2.58,12.4,16.6,,0.02,29.22,,7.4,10.9,1614.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.4(need >20.0) | ROCE%:16.6(need >20.0) | SalesG3Y%:7.4(need >12.0) | ProfG3Y%:10.9(need >12.0)
DALBHARAT,Dalmia Bharat Ltd,,False,5,FAIL,1786.0,33498.0,28.9,12.04,6.56,8.03,,0.41,55.84,,3.0,2.4,-745.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:6.56(need >20.0) | ROCE%:8.03(need >20.0) | SalesG3Y%:3.0(need >12.0) | ProfG3Y%:2.4(need >12.0)
ETERNAL,Eternal Ltd,,False,5,FAIL,250.0,241345.0,659.0,,1.19,2.97,,0.15,,,97.3,,1168.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:1.19(need >20.0) | ROCE%:2.97(need >20.0) | ProfG3Y%:N/A | Prom%:N/A
FEDERALBNK,Federal Bank Ltd,,False,5,FAIL,290.0,71601.0,16.5,1.4,11.6,6.39,,0.83,,,18.5,11.8,-6760.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.6(need >20.0) | ROCE%:6.39(need >20.0) | ProfG3Y%:11.8(need >12.0) | D/E:0.83(need <0.75)
GMRAIRPORT,GMR Airports Ltd,,False,5,FAIL,96.2,101651.0,,,,6.92,,,66.33,,27.2,,-230.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:6.92(need >20.0) | ProfG3Y%:N/A | D/E:N/A
GODREJCP,Godrej Consumer Products Ltd,,False,5,FAIL,1032.0,105372.0,51.9,37.07,16.5,19.1,,0.35,53.06,,4.5,1.4,2843.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.5(need >20.0) | ROCE%:19.1(need >20.0) | SalesG3Y%:4.5(need >12.0) | ProfG3Y%:1.4(need >12.0)
GRANULES,Granules India Ltd,,False,5,FAIL,756.0,18752.0,31.1,6.48,13.7,15.5,,0.3,38.02,,5.9,4.8,20.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:13.7(need >20.0) | ROCE%:15.5(need >20.0) | SalesG3Y%:5.9(need >12.0) | ProfG3Y%:4.8(need >12.0)
GRASIM,Grasim Industries Ltd,,False,5,FAIL,3165.0,215518.0,42.4,,5.05,8.07,,2.2,43.73,,14.3,-2.4,-35613.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:5.05(need >20.0) | ROCE%:8.07(need >20.0) | ProfG3Y%:-2.4(need >12.0) | D/E:2.2(need <0.75)
HDFCLIFE,HDFC Life Insurance Company Lt,,False,5,FAIL,619.0,133580.0,69.8,5.92,11.3,10.3,,0.17,50.21,,12.3,11.8,-1246.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.3(need >20.0) | ROCE%:10.3(need >20.0) | ProfG3Y%:11.8(need >12.0) | FCF:-1246.0(need>0)
IDFCFIRSTB,IDFC First Bank Ltd,,False,5,FAIL,70.2,60474.0,37.6,,3.78,5.98,,0.78,0.0,,21.3,-13.5,-7326.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:3.78(need >20.0) | ROCE%:5.98(need >20.0) | ProfG3Y%:-13.5(need >12.0) | D/E:0.78(need <0.75)
IFCI,IFCI Ltd,,False,5,FAIL,64.4,17337.0,93.9,72.23,2.09,5.03,,0.39,72.57,,6.8,1.3,305.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:2.09(need >20.0) | ROCE%:5.03(need >20.0) | SalesG3Y%:6.8(need >12.0) | ProfG3Y%:1.3(need >12.0)
IIFL,IIFL Finance Ltd,,False,5,FAIL,475.0,20218.0,12.2,2.9,12.6,10.8,,5.01,24.84,,16.5,4.2,-16582.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.6(need >20.0) | ROCE%:10.8(need >20.0) | ProfG3Y%:4.2(need >12.0) | D/E:5.01(need <0.75)
IRCON,Ircon International Ltd,,False,5,FAIL,140.0,13187.0,22.2,,9.19,9.69,,0.86,65.17,,-4.4,-8.2,-984.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.19(need >20.0) | ROCE%:9.69(need >20.0) | SalesG3Y%:-4.4(need >12.0) | ProfG3Y%:-8.2(need >12.0)
ITCHOTELS,ITC Hotels Ltd,,False,5,FAIL,155.0,32176.0,36.8,,7.83,10.7,,0.01,39.85,,,,-64.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:7.83(need >20.0) | ROCE%:10.7(need >20.0) | SalesG3Y%:N/A | ProfG3Y%:N/A
INDIACEM,India Cements Ltd,,False,5,FAIL,405.0,12543.0,157.0,3.17,0.78,1.62,,0.13,75.0,,-7.2,49.6,-130.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:0.78(need >20.0) | ROCE%:1.62(need >20.0) | SalesG3Y%:-7.2(need >12.0) | FCF:-130.0(need>0)
INTELLECT,Intellect Design Arena Ltd,,False,5,FAIL,711.0,9948.0,27.0,3.21,12.4,15.9,,0.05,29.73,,10.8,8.4,238.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.4(need >20.0) | ROCE%:15.9(need >20.0) | SalesG3Y%:10.8(need >12.0) | ProfG3Y%:8.4(need >12.0)
JINDALSTEL,Jindal Steel Ltd,,False,5,FAIL,1223.0,124654.0,30.9,,8.22,9.7,,0.44,62.71,,0.0,-5.4,-3530.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:8.22(need >20.0) | ROCE%:9.7(need >20.0) | SalesG3Y%:0.0(need >12.0) | ProfG3Y%:-5.4(need >12.0)
LAURUSLABS,Laurus Labs Ltd,,False,5,FAIL,1374.0,74094.0,83.4,21.38,18.2,17.7,,0.48,27.49,,4.1,3.9,535.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:18.2(need >20.0) | ROCE%:17.7(need >20.0) | SalesG3Y%:4.1(need >12.0) | ProfG3Y%:3.9(need >12.0)
LENSKART,Lenskart Solutions Ltd,,False,5,FAIL,511.0,88714.0,176.0,,6.86,8.44,,0.35,17.55,,32.5,,-1055.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:6.86(need >20.0) | ROCE%:8.44(need >20.0) | ProfG3Y%:N/A | Prom%:17.55(need >40.0)
MGL,Mahanagar Gas Ltd,,False,5,FAIL,1096.0,10830.0,12.9,6.14,13.7,18.1,,0.03,32.5,,9.4,2.1,274.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:13.7(need >20.0) | ROCE%:18.1(need >20.0) | SalesG3Y%:9.4(need >12.0) | ProfG3Y%:2.1(need >12.0)
MANAPPURAM,Manappuram Finance Ltd,,False,5,FAIL,330.0,27962.0,27.9,,7.04,8.26,,3.6,31.77,,12.4,-12.8,-21870.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:7.04(need >20.0) | ROCE%:8.26(need >20.0) | ProfG3Y%:-12.8(need >12.0) | D/E:3.6(need <0.75)
MAXHEALTH,Max Healthcare Institute Ltd,,False,5,FAIL,994.0,96760.0,65.2,7.01,14.8,14.7,,0.32,23.71,,22.4,9.3,-56.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.8(need >20.0) | ROCE%:14.7(need >20.0) | ProfG3Y%:9.3(need >12.0) | Prom%:23.71(need >40.0)
NHPC,NHPC Ltd,,False,5,FAIL,78.4,78803.0,20.9,,9.29,5.73,,1.26,67.4,,3.1,-0.3,-7845.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.29(need >20.0) | ROCE%:5.73(need >20.0) | SalesG3Y%:3.1(need >12.0) | ProfG3Y%:-0.3(need >12.0)
NTPCGREEN,NTPC Green Energy Ltd,,False,5,FAIL,103.0,86842.0,166.0,3.69,2.79,3.53,,1.67,89.01,,156.2,45.0,-9731.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:2.79(need >20.0) | ROCE%:3.53(need >20.0) | D/E:1.67(need <0.75) | FCF:-9731.0(need>0)
OLAELEC,Ola Electric Mobility Ltd,,False,5,FAIL,37.6,16572.0,,,-43.2,-19.6,,0.82,34.59,,-5.0,,1227.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-43.2(need >20.0) | ROCE%:-19.6(need >20.0) | SalesG3Y%:-5.0(need >12.0) | ProfG3Y%:N/A
PAYTM,One 97 Communications Ltd,,False,5,FAIL,1132.0,72392.0,99.2,,4.7,5.01,,0.01,,,1.8,,976.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:4.7(need >20.0) | ROCE%:5.01(need >20.0) | SalesG3Y%:1.8(need >12.0) | ProfG3Y%:N/A
PIIND,P I Industries Ltd,,False,5,FAIL,2838.0,43070.0,34.7,14.46,11.6,14.7,,0.03,46.09,,1.1,2.4,-140.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.6(need >20.0) | ROCE%:14.7(need >20.0) | SalesG3Y%:1.1(need >12.0) | ProfG3Y%:2.4(need >12.0)
PNBHOUSING,PNB Housing Finance Ltd,,False,5,FAIL,1093.0,28477.0,12.4,0.41,12.7,9.4,,3.7,28.04,,9.2,29.9,-8300.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.7(need >20.0) | ROCE%:9.4(need >20.0) | SalesG3Y%:9.2(need >12.0) | D/E:3.7(need <0.75)
PINELABS,Pine Labs Ltd,,False,5,FAIL,138.0,15845.0,138.0,,2.46,4.16,,0.07,,,19.3,,-944.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:2.46(need >20.0) | ROCE%:4.16(need >20.0) | ProfG3Y%:N/A | Prom%:N/A
PRESTIGE,Prestige Estates Projects Ltd,,False,5,FAIL,1402.0,60427.0,50.6,7.33,7.54,10.4,,1.09,60.95,,15.1,6.9,-2413.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:7.54(need >20.0) | ROCE%:10.4(need >20.0) | ProfG3Y%:6.9(need >12.0) | D/E:1.09(need <0.75)
RKFORGE,Ramkrishna Forgings Ltd,,False,5,FAIL,569.0,10363.0,128.0,,2.56,5.6,,0.74,43.33,,9.9,-33.8,-89.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:2.56(need >20.0) | ROCE%:5.6(need >20.0) | SalesG3Y%:9.9(need >12.0) | ProfG3Y%:-33.8(need >12.0)
RPOWER,Reliance Power Ltd,,False,5,FAIL,26.7,11043.0,,,-0.91,6.1,,0.92,24.98,,0.5,38.7,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-0.91(need >20.0) | ROCE%:6.1(need >20.0) | SalesG3Y%:0.5(need >12.0) | D/E:0.92(need <0.75)
SAPPHIRE,Sapphire Foods India Ltd,,False,5,FAIL,185.0,5949.0,,,-1.04,3.99,,1.02,26.06,,11.3,-28.2,274.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-1.04(need >20.0) | ROCE%:3.99(need >20.0) | SalesG3Y%:11.3(need >12.0) | ProfG3Y%:-28.2(need >12.0)
