timestamp,strike,type,open,high,low,close,volume,spot_ref,atm_distance,dte,session_block,body_pct,adx,rsi,ema9,ema21,ema_spread,ema9_gap,volume_ratio,ema9_high,ema9_low,fwd_3c,fwd_6c,fwd_9c,fwd_outcome
2026-05-07 15:27:00,24200,CE,270.55,272.3,265.3,271,306280,24203.05,3.0,4,OPEN,6.4,15.4,51.4,266.31,267.38,-1.07,4.69,1.01,271.16,258.71,,,,
2026-05-07 15:27:00,24200,PE,90.45,93.25,89,91,745810,24203.05,3.0,4,OPEN,12.9,15.2,41.5,96.35,99.91,-3.57,5.35,0.82,101.32,92.65,,,,
2026-05-08 09:15:00,24200,CE,200,239.6,149.5,171.4,8220095,24203.3,3.0,4,OPEN,31.7,19.1,22.4,247.33,258.65,-11.32,75.93,28.33,264.85,236.87,188.55,179.05,160.75,WIN
2026-05-08 09:15:00,24200,PE,129.95,178,121.25,155.2,11114285,24203.3,3.0,4,OPEN,44.5,18.3,72.5,108.12,104.94,3.18,47.08,12.83,116.65,98.37,148.45,154.3,171.05,WIN
2026-05-08 09:18:00,24250,CE,147,155.75,141,155.5,2626065,24232.2,18.0,4,OPEN,57.6,22.0,26.5,205.0,221.52,-16.52,49.5,2.87,218.9,194.69,198.35,173.9,160.05,WIN
2026-05-08 09:18:00,24250,PE,180.9,188.85,175.15,176,2125565,24232.2,18.0,4,OPEN,35.8,21.0,69.8,137.54,128.91,8.63,38.46,1.77,147.86,129.85,143.15,158.9,174.5,LOSS
2026-05-08 09:21:00,24200,CE,180.05,202.25,178.55,186.3,6357195,24217.15,17.0,4,OPEN,26.4,24.3,29.1,224.36,245.58,-21.22,38.06,2.31,239.02,213.55,185.45,169.05,162.2,LOSS
2026-05-08 09:21:00,24200,PE,151.35,152.6,140.35,149.9,6444165,24217.15,17.0,4,OPEN,11.8,22.9,69.2,123.39,112.86,10.53,26.51,1.62,131.21,115.04,151.2,160.5,173.15,WIN
2026-05-08 09:24:00,24250,CE,160,168.4,152.75,160.1,3245255,24228.95,21.0,4,OPEN,0.6,25.5,28.7,188.82,210.86,-22.03,28.72,1.4,201.77,179.68,179.05,160.75,162.85,WIN
2026-05-08 09:24:00,24250,PE,174.5,181.6,168.2,176,3150290,24228.95,21.0,4,OPEN,11.2,24.5,69.4,151.15,136.96,14.19,24.85,1.58,159.37,142.9,154.3,171.05,171.05,LOSS
2026-05-08 09:27:00,24250,CE,160.1,172.85,159.6,171.4,2370680,24229.65,20.0,4,OPEN,85.3,26.7,34.3,185.34,207.27,-21.93,13.94,0.8,195.99,175.66,173.9,160.05,168,LOSS
2026-05-08 09:27:00,24250,PE,176,176.15,165.3,165.45,1417845,24229.65,20.0,4,OPEN,97.2,25.9,63.2,154.01,139.55,14.46,11.44,0.56,162.72,147.38,158.9,174.5,165.2,NEUTRAL
2026-05-08 09:30:00,24200,CE,197.6,198.3,179.3,179.95,2930915,24217.5,18.0,4,OPEN,92.9,28.7,30.5,206.31,231.19,-24.87,26.36,0.55,218.89,197.44,169.05,162.2,169.2,LOSS
2026-05-08 09:30:00,24200,PE,142.25,154.7,142.25,154.45,5077085,24217.5,18.0,4,OPEN,98.0,27.5,67.7,136.17,121.95,14.22,18.28,0.73,142.35,128.55,160.5,173.15,161.25,WIN
2026-05-08 09:33:00,24200,CE,179.95,184.2,166.7,170.85,4711200,24196.8,3.0,4,OPEN,52.0,30.3,28.8,199.22,225.7,-26.48,28.37,1.11,211.95,191.29,160.75,162.85,171.5,LOSS
2026-05-08 09:33:00,24200,PE,154.45,163.45,150.55,162.2,9092915,24196.8,3.0,4,OPEN,60.1,29.1,70.0,141.37,125.6,15.77,20.83,1.59,146.57,132.95,171.05,171.05,160.3,NEUTRAL
2026-05-08 09:36:00,24200,CE,170.85,177.3,168.35,170.45,2552225,24191.5,8.0,4,OPEN,4.5,31.8,28.7,193.46,220.68,-27.21,23.01,0.6,205.02,186.71,160.05,168,172.45,LOSS
2026-05-08 09:36:00,24200,PE,162.2,163.8,153.75,160.25,4193865,24191.5,8.0,4,OPEN,19.4,30.6,68.7,145.15,128.75,16.39,15.1,0.68,150.01,137.11,174.5,165.2,160.1,NEUTRAL
2026-05-08 09:39:00,24200,CE,170.45,172.35,165,166.7,2581605,24183.25,17.0,4,OPEN,51.0,33.2,27.9,188.11,215.77,-27.66,21.41,0.75,198.49,182.36,162.2,169.2,170.3,NEUTRAL
2026-05-08 09:39:00,24200,PE,160.25,164.75,158.8,163.5,4900350,24183.25,17.0,4,OPEN,54.6,32.1,69.7,148.82,131.91,16.91,14.68,0.85,152.96,141.45,173.15,161.25,160.35,NEUTRAL
2026-05-08 09:42:00,24150,CE,193.15,193.55,182.7,182.75,869960,24145.4,5.0,4,OPEN,95.9,34.7,26.6,209.18,239.91,-30.73,26.43,1.3,219.54,204.55,162.85,171.5,162.65,LOSS
2026-05-08 09:42:00,24150,PE,140.3,150.7,140,150.7,3253965,24145.4,5.0,4,OPEN,97.2,34.3,73.8,131.96,115.72,16.24,18.74,1.78,134.69,124.26,171.05,160.3,167.4,WIN
2026-05-08 09:45:00,24150,CE,182.75,188.85,172.2,182.1,2707185,24154.15,4.0,4,OPEN,3.9,36.3,26.5,203.77,234.66,-30.89,21.67,3.7,213.4,198.08,168,172.45,169.65,LOSS
2026-05-08 09:45:00,24150,PE,150.7,166.2,147.7,155.6,5882825,24154.15,4.0,4,OPEN,26.5,36.4,75.2,136.68,119.34,17.34,18.92,2.62,140.99,128.95,165.2,160.1,159.2,NEUTRAL
2026-05-08 09:48:00,24150,CE,182.1,189.85,174.4,183.95,1823445,24167.3,17.0,4,OPEN,12.0,37.8,27.5,199.8,230.05,-30.25,15.85,1.57,208.69,193.34,169.2,170.3,166.65,LOSS
